"Date","Rang","Plat"
"20/11/2019",3,"Ratatouille"
"20/11/2019",6,"Poire"
"21/11/2019",1,"Choux rouge bio au thon"
"21/11/2019",2,"Timbale de pâtes aux lardons "
"21/11/2019",6," -"
"21/11/2019",6,"Île flottante"
"22/11/2019",1,"Carottes râpées bio"
"22/11/2019",2,"Tortilla aux pommes de terre"
"22/11/2019",3,"Salade verte"
"22/11/2019",6,"Creme dessert chocolat"
"25/11/2019",1,"Mâche aux graines de tournesol bio"
"25/11/2019",2,"Parmentier végétal aux lentilles"
"25/11/2019",6,"Fromage blanc BBC°"
"26/11/2019",1,"Choux blancs bio à la mimolette"
"26/11/2019",2,"Boulettes de boeuf* en tajine"
"26/11/2019",3,"Céréales gourmandes bio"
"26/11/2019",6,"Yaourt aromatisé"
"27/11/2019",1,"Pamplemousse"
"27/11/2019",2,"Saute de veau bio*"
"27/11/2019",3,"Riz"
"27/11/2019",6,"Crème dessert vanille"
"28/11/2019",1,"Pizza au fromage"
"28/11/2019",2,"Rôti de dinde jus d'épices"
"28/11/2019",3,"Haricots verts/haricots beurre"
"28/11/2019",5,"Edam"
"28/11/2019",6,"Kiwi bio°"
"29/11/2019",1,"Céleri rémoulade bio"
"29/11/2019",2,"Lieu sauce du Perray"
"29/11/2019",3,"Carottes bio°"
"29/11/2019",5,"Carré bio°"
"29/11/2019",6,"Tarte aux pommes"
"02/12/2019",1,"Salade coleslaw"
"02/12/2019",2,"Raviolis de légumes "
"02/12/2019",3,"Salade verte"
"02/12/2019",6,"Petits suisses aromatisés"
"03/12/2019",1,"Salade de perles"
"03/12/2019",2,"Sauté de dinde sauce forestière"
"03/12/2019",3,"Poireaux À la crème"
"03/12/2019",5,"Mimolette"
"03/12/2019",6,"Poire"
"04/12/2019",1,"Mâche au chèvre"
"04/12/2019",2,"Saucisses de porc bio"
"04/12/2019",3,"Marmelade de pommes"
"04/12/2019",6,"Eclair au chocolat"
"05/12/2019",8,"menu depannage "
"06/12/2019",1,"Endives / demi oeuf bio°"
"06/12/2019",2,"Galette de soja  tomate / basilic et sauce tomate"
"06/12/2019",3,"Pâtes bio et gruyère râpé"
"06/12/2019",6,"Yaourt vanille BBC°"
"09/12/2019",1,"Demi-pamplemousse"
"09/12/2019",2,"Omelette bio"
"09/12/2019",3,"Ratatouille"
"09/12/2019",6,"Fondant au chocolat"
"09/12/2019",8,"Lait bio"
"10/12/2019",1,"Choux rouges bio au gruyère"
"10/12/2019",2,"Sauté de porc BBC°"
"10/12/2019",3,"Gratinée de légumes (pdt, carottes, brocolis)"
"10/12/2019",6,"Flan caramel"
"11/12/2019",1,"Celeris / carottes rapées (vinaigrette)"
"11/12/2019",2,"Poisson meunière"
"11/12/2019",3,"Purée de courge ""maison"""
"11/12/2019",5,"Fromage Le Mouillotin"
"11/12/2019",6,"Banane"
"12/12/2019",1,"Macedoine à la mayonnaise"
"12/12/2019",2,"Poulet fermier d'Ancenis"
"12/12/2019",3,"Gratin de choux fleurs"
"12/12/2019",5,"Fromage Chanteneige"
"12/12/2019",6,"Pomme bio°"
"13/12/2019",1,"Betteraves"
"13/12/2019",2,"Poisson"
"13/12/2019",3,"Pommes rissolées"
"13/12/2019",5,"Tomme blanche"
"13/12/2019",6,"Kiwi bio°"
"16/12/2019",1,"Salade verte / demi-oeuf bio"
"16/12/2019",2,"Falafels bio aux pois chiches et patate douce sauce tomate"
"16/12/2019",3,"Céréales gourmandes bio"
"16/12/2019",6,"Yaourt fermier bio°"
"17/12/2019",1,"Crêpe au fromage"
"17/12/2019",2,"Jambon fumé"
"17/12/2019",3,"Gratinée de légumes (pdt, carottes, brocolis)"
"17/12/2019",5,"Gouda"
"17/12/2019",6,"Clémentines"
"18/12/2019",1,"Panaché de choux bio râpés au gruyère"
"18/12/2019",2,"Sauté de boeuf* au gingembre"
"18/12/2019",3,"Haricots verts/haricots beurre"
"18/12/2019",6,"Yaourt vanille BBC°"
"19/12/2019",1,"Potage de légumes"
"19/12/2019",2,"Haché de poulet*"
"19/12/2019",3,"Purée de brocolis"
"19/12/2019",5,"Saint-Paulin "
"19/12/2019",6,"Banane"
"20/12/2019",1,"Terrine de poisson + salade mache + mayonnaise"
"20/12/2019",2,"Marmite du Perray"
"20/12/2019",3,"Pommes de terre ""sourire"""
"20/12/2019",6," -"
"20/12/2019",6,"Gateau craquant au chocolat"
"20/12/2019",6,"Pate de fruit"
"20/12/2019",8,"Jus de pommes bio"
"23/12/2019",1,"Pizza au fromage"
"23/12/2019",2,"Omelette bio"
"23/12/2019",3,"Epinards à la crème"
"23/12/2019",5,"Morbier"
"23/12/2019",6,"Pomme bio°"
"24/12/2019",1,"Choux blancs bio à la mimolette"
"24/12/2019",2,"Boulettes de boeuf sauce tomate"
"24/12/2019",3,"Semoule bio"
"24/12/2019",6,"Petits suisses aromatisés"
"26/12/2019",1,"Salade de pâtes Napoli"
"26/12/2019",2,"Rôti de dinde"
"26/12/2019",3,"Petits pois"
"26/12/2019",5,"Camembert"
"26/12/2019",6,"Orange"
"27/12/2019",1,"Carottes râpées bio"
"27/12/2019",2,"Poisson sauce crème"
"27/12/2019",3,"Ratatouille"
"27/12/2019",6,"Riz au lait bio "
"30/12/2019",1,"Salade verte aux dés de gruyère"
"30/12/2019",2,"Dhal de lentilles bio°"
"30/12/2019",3,"Riz basmati"
"30/12/2019",6,"Flan caramel"
"31/12/2019",1,"Salade de mâche à la truite fumée"
"31/12/2019",2,"Pave de dinde fermier sauce chasseur"
"31/12/2019",3,"Pommes de terre duchesse"
"31/12/2019",5,"Fromage bio"
"31/12/2019",6,"Pate de fruit bio"
"31/12/2019",6,"Mini choux et crème anglaise"
"31/12/2019",8,"Jus d' oranges "
"02/01/2020",1,"Roulé au fromage"
"02/01/2020",2,"Rôti de porc"
"02/01/2020",3,"Salsifi à la tomate"
"02/01/2020",5,"Tomme noire"
"02/01/2020",6,"Banane"
"03/01/2020",1,"Betteraves"
"03/01/2020",2,"Oeuf dur bio + sauce bechamel en barquette 12"
"03/01/2020",3,"Purée de brocolis"
"03/01/2020",5,"Fromage bio"
"03/01/2020",6,"Tarte au citron"
"06/01/2020",1,"Salade coleslaw"
"06/01/2020",2,"Parmentier de poisson"
"06/01/2020",3,"Salade verte"
"06/01/2020",6,"Yaourt vanille BBC°"
"07/01/2020",0,"Potage tomate/vermicelle"
"07/01/2020",2,"Haché de poulet*"
"07/01/2020",3,"Carottes bio°"
"07/01/2020",6," -"
"07/01/2020",6,"Galette des rois "
"08/01/2020",1,"Salade verte aux noix"
"08/01/2020",2,"Rôti de dinde"
"08/01/2020",3,"Marmelade de pommes"
"08/01/2020",5,"Edam"
"08/01/2020",6,"Tarte grillées aux cerises"
"09/01/2020",8,"menu depannage "
"10/01/2020",1,"Choux rouges bio°"
"10/01/2020",2,"Timbale de pates tofu, avec gruyere râpé"
"10/01/2020",6,"Fromage blanc bbc et miel"
"13/01/2020",1,"Demi-pamplemousse"
"13/01/2020",2,"Omelette bio"
"13/01/2020",3,"Ratatouille/blé bio"
"13/01/2020",6,"Yaourt fermier bio°"
"13/01/2020",6,"Biscuit petit beurre"
"14/01/2020",1,"Crêpe au fromage"
"14/01/2020",2,"Petits panés de volaille*"
"14/01/2020",3,"Haricots verts/haricots beurre"
"14/01/2020",5,"Carré bio°"
"14/01/2020",6,"Clémentines"
"15/01/2020",1,"Terrine de legumes avec mayonnaise"
"15/01/2020",2,"Paëlla au poisson"
"15/01/2020",5,"Saint-Paulin "
"15/01/2020",6,"Orange"
"16/01/2020",1,"Choux blancs bio à la mimolette"
"16/01/2020",2,"Sauté de boeuf* bourguignon"
"16/01/2020",3,"Frites"
"16/01/2020",6,"Yaourt aromatisé"
"17/01/2020",1,"Betteraves"
"17/01/2020",2,"Filet de lieu sauce du Perray"
"17/01/2020",3,"Semoule bio"
"17/01/2020",5,"Emmental"
"17/01/2020",6,"Poire"
