date_de_debut;date_de_fin;motif;organisations_syndicales;metiers_cibles;population;nombre_grevistes;taux_grevistes
2019-03-08;;Journée des droits de la femme;CGT, SUD-Rail;;;;0.8
2019-03-19;;Défense des métiers;CGT;;;;7.3
2019-12-05;;Réforme des retraites;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;50.5
2019-12-13;;Réforme des retraites;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;13.3
2019-12-16;;Réforme des retraites;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;11.2
2019-12-19;;Réforme des retraites;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;11.7
2019-12-26;;Réforme des retraites;CGT, SUD-Rail, CFDT, FO, UNSA;;;;9.6
2019-12-27;;Réforme des retraites;CGT, SUD-Rail, CFDT, FO, UNSA;;;;8.5
2020-01-14;;Réforme des retraites;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;6.0
2020-01-15;;Réforme des retraites;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;4.7
2020-01-21;;Réforme des retraites;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;2.0
2020-01-23;;Réforme des retraites;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;2.8
2020-02-06;;Réforme des retraites;CGT, UNSA, SUD-Rail, FO;;;;5.5
2002-10-02;2002-10-04;Manifestation nationale pour la défense du service public, du statut et des régimes particuliers de retraite.;"SUD;CFDT;FO";"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;régulation et circulation ferroviaire;infrastructure";35643.0;267.0;0.7
2003-05-25;;Retraites.;"CGT;SUD;CFDT;FO";"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;régulation et circulation ferroviaire;infrastructure";557.0;23.0;4.1
2003-06-10;2003-06-11;Retraites et salaires.;UNSA;"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;régulation et circulation ferroviaire;infrastructure";119241.0;37086.0;31.1
2003-06-10;;Retraites.;FO;agent de manoeuvre;11090.0;358.0;3.2
2003-12-16;2003-12-18;Fret, emploi, salaires, droit de grève.;"CGT;SUD";"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;régulation et circulation ferroviaire;infrastructure";27583.0;1036.0;3.8
2004-06-15;2004-06-17;Prime de travail des administratifs.;SUD;agent de manoeuvre;21171.0;695.0;3.3
2005-01-18;;Arrêt du processus de privatisation et d'externalisation, ouverture de négociations salariales, retrait du VO  598 (fusion de plusieurs métiers : agents de vente, agents d'accueil, agents assurant des missions de présence en gare), arrêts des projets STORP.;SUD;"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;régulation et circulation ferroviaire;infrastructure";80204.0;17047.0;21.3
2005-01-21;2005-01-21;Emploi dans les centres de relations clients, nouveaux espaces de vente, guichets confortables, cartes familles nombreuses, intégration des personnels d'Effia.;SUD;accueil en gare et vente;6127.0;183.0;3.0
2005-01-26;;Mouvement irrégulier suite à l'agression d'une chef de bord de Toulouse.;"CGT;SUD";chef de bord;2431.0;1377.0;56.6
2005-01-28;2005-01-28;Ouverture de négociations sur la revalorisation de la prime de travail des agents de la filière 26, suppression des opérations de stimulation individuelle, suppression de tous les postes d'agents commerciaux QA, paiement de la prime de langues étrangères à tous les agents (titulaires des constats) tenant un emploi en contact avec le public.;SUD;commercial;6001.0;141.0;2.3
2005-03-09;2005-03-11;Moyens pour le développement du service public, plan de développement du Fret, l'emploi et l'augmentation des salaires et pensions, l'amélioration des conditions de travail et l'amélioration du statut.;"CGT;SUD;CFDT;FO;CFTC";"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;régulation et circulation ferroviaire;infrastructure";126382.0;40444.0;32.0
2005-06-01;2005-06-03;Octroi de moyens pour développer le service public, développement de l'entreprise publique SNCF et ses activités Voyageurs et Fret, emplois statutaires pour répondre aux besoins et améliorer les conditions de travail, renfrocement du statut des cheminots, ouverture immédiate des négociations salariales et augmentation du pouvoir d'achat, maintien du droit de grève.;"CGT;SUD;FO;CFE-CGC";"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;régulation et circulation ferroviaire;infrastructure";131112.0;36883.0;28.1
2005-11-08;2005-11-10;Arrêt des suppressions de postes et augmentation du volume de l'emploi, amélioration du déroulement de carrière de l'ensemble de la filière commerciale voyageurs gares et la non spécialisation des mesures annoncées aux seuls vendeurs, revalorisations individuelles, refus de toute disposition s'apparentant à un processus de rémunération individualisé lié à l'acte de vente et au chiffres d'affaires.;"CGT;UNSA;SUD;CFDT;FO;CFTC;CFE-CGC";accueil en gare et vente;12321.0;1575.0;12.8
2005-11-21;;Restructurations, iDTGV, monopole TER et Infra, financement public des infrastructures, développement trafic, emploi, rémunération, notation, traction unique, avenir des sites Traction, spécialisation (EPOC), lettre de 79, dictionnaire des filières, sécurité, management.;"CGT;SUD;FO;FGAAC";"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;régulation et circulation ferroviaire;infrastructure";85215.0;15382.0;18.1
2006-03-27;2006-03-29;Retrait du CPE et du CNE, exiger que la SNCF, en tant que maison mère, impose, à toutes ses filiales une impossibilité d'utiliser un tel contrat s'il existe, exiger l'accés direct au statut de tous les embauchés;"CGT;UNSA;CFDT;FO;CFTC;SUD";"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;régulation et circulation ferroviaire;infrastructure";127426.0;37501.0;29.4
2006-04-04;;Refus de retirer le CPE et le CNE par le gouvernement, respect des garanties liées aux CDI, Conventions Collectives nationales et Statuts, non prise en compte de notre demande d'ouverture immédiate de négociations salariales à la SNCF, ouverture à la concurrence du transport ferroviaire, exiger que la SNCF, en tant que maison mère, impose, à toutes ses filiales, une impossibilité d'utiliser un tel contrat s'il existe, exiger l'accès direct au statut de tous les embauchés, exiger l'arrêt de toutes formes de précarité dans le groupe SNCF.;"SUD;FO";"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;régulation et circulation ferroviaire;infrastructure";65459.0;13023.0;19.9
2006-11-07;2006-11-09;Fret SNCF, service public, emploi et statut, salaires, restructurations.;"CGT;SUD;FO;CFE-CGC;CFTC";"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;régulation et circulation ferroviaire;infrastructure";126818.0;37166.0;29.3
2007-07-30;2007-08-01;"Refus du projet de loi ""service minimum"".";"CGT;SUD;FO";"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;régulation et circulation ferroviaire;infrastructure";8984.0;326.0;3.6
2007-10-17;;Maintien du régime spécial de retraite, fret SNCF.;FO;"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;régulation et circulation ferroviaire;infrastructure";48227.0;17313.0;35.9
2007-10-17;;Retraites, Fret;"SUD;FO;FGAAC";"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;régulation et circulation ferroviaire;infrastructure";41355.0;14841.0;35.9
2007-11-13;2007-11-19;Retraites, Fret;CFDT;"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;régulation et circulation ferroviaire;infrastructure";77940.0;38139.0;48.9
2007-12-06;2007-12-08;Retraites : calcul des pensions sur une durée de travail de 37,5 ans;SUD;"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;régulation et circulation ferroviaire;infrastructure";5254.0;39.0;0.7
2008-02-06;2008-02-07;Cas individuels et arrêt des restructurations;SUD;conducteur;1987.0;132.0;6.6
2008-06-09;2008-06-12;Organisation de la production fret, caractère intégré des établissements Traction et Exploitation, unicité des métiers, dictionnaire des filières, emplois et conditions de travail, RH 007, RH 0263,;"CGT;SUD;FO";"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;régulation et circulation ferroviaire;infrastructure";83302.0;4648.0;5.6
2008-11-12;2008-11-14;Manifestation Européenne des Cheminots du 13/11/2008;CGT;"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;régulation et circulation ferroviaire;infrastructure";20563.0;1537.0;7.5
2008-11-14;;Reconnaissance de la pénibilité des métiers des aents des lignes télécom;SUD;service électrique ferroviaire;218.0;57.0;26.1
2008-12-05;2008-12-05;Pénibilité du métier LT;SUD;service électrique ferroviaire;164.0;34.0;20.7
2008-12-19;2008-12-19;Effectifs : groupe d'astreinte caténaires, équipes territoriales et logisitique caténaire, PAS de maintenance caténaire;SUD;infrastructure;1173.0;49.0;4.2
2008-12-26;2008-12-26;Effectifs : groupe d'astreinte caténaires, équipes territoriales et logistiques caténaires, PAS maintenance caténaires;SUD;infrastructure;198.0;9.0;4.5
2009-01-09;2009-01-09;Effectif des équipes d'astreinte caténaire;SUD;infrastructure;866.0;28.0;3.2
2009-01-16;2009-01-16;Effectifs groupes d'astreinte, PAS;SUD;infrastructure;233.0;23.0;9.9
2009-01-30;2009-01-30;Effectifs groupes d'astreinte, PAS;SUD;infrastructure;297.0;24.0;8.1
2009-04-30;2009-05-02;Maintien intégrité et unicité de l'Entreprise, arrêt filialisation/privatisation, créations d'emploi au statut, négociations salariales;SUD;"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;régulation et circulation ferroviaire;infrastructure";32619.0;209.0;0.6
2009-05-01;2009-05-01;Effectifs, groupes d'astreinte, PAS;SUD;infrastructure;1051.0;0.0;0.0
2009-05-29;2009-05-29;Suppression TPV à ligne directe, pressions managériales;"CGT;SUD";"accueil en gare et vente;régulation et circulation ferroviaire";56.0;37.0;66.1
2009-07-02;;Evolution de la charge et parcours professionnels, tenue vestimentaire, temps de trajet en RHR, extension EAS, fonctionnement des IRP;CFDT;"conducteur;conducteur";8388.0;14.0;0.2
2009-10-19;2009-10-20;Restructurations, externalisations, filialisations, wagons isolés, multi-activités des roulements, embauches au statut du cadre permanent, mobilité contrainte, conditions de vie et de travail, négociations salariales, facilités de circulation, restructurations, organisation de la production, salaires et pensions, facilités de circulation.;"CGT;SUD;CFDT";"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;conducteur;chef de bord;régulation et circulation ferroviaire;infrastructure";125524.0;32517.0;25.9
2009-11-30;2009-12-02;Emploi, rémunération, externalisation des charges et annexes d'apprentissage.;"CGT;CFDT";"agent de manoeuvre;logistique;ingénierie et maintenance du matériel roulant;régulation et circulation ferroviaire;infrastructure";19659.0;1941.0;9.9
2009-12-11;;Charges/ressources, parcours pro., tenue obligatoire, externalisation des charges, CRTT, EAS, Sirius, changement de service;CFDT;conducteur;4295.0;340.0;7.9
2010-03-22;2010-03-24;Réorganisations et restructurations, salaires, retraites, pensions et emploi, facilités de circulation.;"CGT;UNSA;CFDT";"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;conducteur;chef de bord;régulation et circulation ferroviaire;infrastructure";119108.0;36545.0;30.7
2010-04-06;;Arrêt des réorganisations et restructurations entraînant des dysfonctionnements de plus en plus importants pour tous les métiers SNCF.;SUD;"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;conducteur;chef de bord;régulation et circulation ferroviaire;infrastructure";49629.0;3498.0;7.0
2010-04-07;2010-04-09;Emploi , réinternalisation des charges de travail , sécurité et conditions de vie et de travail , prime de travail.;CGT;"agent de manoeuvre;infrastructure";31446.0;3111.0;9.9
2010-05-26;2010-05-28;Retraite, véritable politique de l'emploi, salaires et pensions.;"CGT;UNSA;SUD;CFDT";"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;conducteur;chef de bord;régulation et circulation ferroviaire;infrastructure";127229.0;28894.0;22.7
2011-02-03;2011-02-04;Retrait du projet Ulysse, avenir et déroulement de carrière des informaticiens, souffrance au travail générée entre autres par le projet Ulysse.;SUD;agent de manoeuvre;2137.0;24.0;1.1
2011-10-10;2011-10-12;Service public, unicité de l'entreprise, emploi, salaires, droits des ex apprentis et élèves, SA 2012, effectifs, Fret;"CGT;SUD";"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;conducteur;chef de bord;régulation et circulation ferroviaire;infrastructure";43390.0;9172.0;21.1
2011-11-07;2011-11-09;Directive européenne de refonte du 1er paquet ferroviare, refus de séparation totale entre infrastructure et exploitation , retour et développement du système ferroviaire intégré , refus de la libéralisation des services nationaux de transport de voyageurs par fer , refus d'un recours excessif aux actes délégués;"CGT;UNSA;CFDT";"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;conducteur;chef de bord;régulation et circulation ferroviaire;infrastructure";124789.0;16897.0;13.5
2012-02-28;2012-03-01;Avenir du service public ferroviaire suite aux préconisations des Assises du ferroviaires , Emploi et conditions de travail , Salaires et pouvoir d'achat.;CGT;"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;conducteur;chef de bord;régulation et circulation ferroviaire;infrastructure";121564.0;18689.0;15.4
2012-02-28;2012-03-01;Exercice de notation , Avenir des sites de Villeneuve St Georges, de Champagne Ardennes et de Woippy.;SUD;"conducteur;conducteur;agent de manoeuvre;accueil en gare et vente;logistique;régulation et circulation ferroviaire";8054.0;1374.0;17.1
2012-02-28;2012-03-01;Effectifs, création d'une filiale Travaux à l'Infra, salaires, dégradation des conditions de vie, de travail et du pouvoir d'achat, retrait du délai de carence, avenir du servie public ferroviaire suite aux Assises du ferroviaire.;"CGT;SUD";"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;conducteur;chef de bord;régulation et circulation ferroviaire;infrastructure";121564.0;18689.0;15.4
2012-06-01;;Nombreux problèmes liés à la mise en place des centres d'aptitude;CFDT;"conducteur;conducteur";6010.0;97.0;1.6
2012-10-24;2012-10-26;Salaires, emploi, réforme du système ferroviaire, DCF, ASPARTAM, PALITO, foyer de Montparnasse;"CGT;UNSA;SUD;CFDT";"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;service médical;sûreté ferroviaire;conducteur;chef de bord;régulation et circulation ferroviaire;infrastructure";19472.0;4431.0;22.8
2012-11-14;2012-11-15;Poursuites des négociations salariales, recrutements de 1600 supplémentaires à statut, la requalification des CDD/CDI au cadre permanent, l'arrêt des restructurations et le développement du FRET SNCF,un système ferroviaire réunifié, désendetté, DCF, PALITO, ASPARTAM, Foyer de MONTPARNASSE, changement de service 2013, maintien des prestations familiales au sein de la SNCF.;CGT;"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;service médical;sûreté ferroviaire;conducteur;chef de bord;régulation et circulation ferroviaire;infrastructure";121100.0;3877.0;3.2
2013-03-04;2013-03-06;Arrêt des suppressions d'emploi et des réorganisations, la situation du FRET, la non ouverture de négociations salariales, l'insuffisance d'attribution de passage en niveau de rémunération, la transformation des allocations en indemnités imposables, le dossier aptitude, le transfert de la gestion des prestations familiales, l'augmentation du nombre d'accidents à l'équipement, l'augmentation du nombre d'agressions, la dégradation des conditions de travail, la souffrance des salariés, le 4ème paquet ferroviaire, la réforme du système ferroviaire et les modifications de la réglementation du travail et les conséquences de l'Accord National Interprofessionnel.;SUD;"conducteur;agent de manoeuvre;chef de bord;bâtiment;accueil en gare et vente;énergie;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;conducteur;chef de bord;régulation et circulation ferroviaire;infrastructure";125287.0;16085.0;12.8
2013-03-22;2013-03-25;"Révision du système de calcul des niveaux pour les niveaux TB3 et TA2, Ouverture de négociations autour de la grille de rémunération traction, notamment pour viser la PR 15 en position terminale de la grille TA, Attribution d'un contingent de position supplémentaire pour enrayer l'allongement grandissant du délai d'attente, et ce, sur l'ensemble des positions et l'intégration dans les listings de notations et l'examen en commission de notations de l'ensemble des contractuels ""conduites"" et ""maîtrises"" du domaine.";SUD;"conducteur;agent de manoeuvre;conducteur";1202.0;5.0;0.4
2013-07-01;2013-12-11;Le recours au travail de nuit, des week-ends et leurs conditions de travail, La mobilité, Les salaires et l'externalisation des missions des cheminots de l'Equipement (y compris celles de sécurité).;SUD;"agent de manoeuvre;logistique;infrastructure";1439.0;53.0;3.7
2013-12-11;2013-12-13;arrêt des restructurations et pérennisation des sites Fret existants au SA 2014 - Une répartition équitable et transparente de la charge de travail sur les sites et les roulements FRET - Une autre politique de prise en charge des IRP et du dialogue social que celle actuellement développée par la direction FRET;SUD;"conducteur;conducteur;agent de manoeuvre;conducteur";3148.0;731.0;23.2
2014-01-01;2014-03-23;- Des recrutements au cadre permanent avec une réévaluation à la hausse, des effectifs dans l'ensemble des brigades territoriales et les équipes logistiques. - l'arrêt de l'externalisation des missions de sécurité au privé;SUD;"agent de manoeuvre;bâtiment;énergie;infrastructure";1186.0;11.0;0.9
2014-02-12;2014-02-14;Salaires, Primes, Notations, Difficultés d'acheminement du courrier et les pressions exercées sur les délégués du personnel.;CGT;"agent de manoeuvre;bâtiment;énergie";1261.0;223.0;17.7
2014-03-07;2014-03-09;Parité dans l'entreprise, Plan de régularisation au Cadre Permanent pour les contractuels (41% de femmes), Mesures salariales spécifiques visant à réduire les écarts de salaires, Mise en oeuvre d'un plan d'actions sur les stéréotypes.;SUD;"action sociale;conducteur;agent de manoeuvre;chef de bord;bâtiment;accueil en gare et vente;énergie;logistique;ingénierie et maintenance du matériel roulant;service médical;sûreté ferroviaire;conducteur;chef de bord;régulation et circulation ferroviaire;infrastructure";34314.0;296.0;0.9
2014-03-17;2014-03-19;Respect des dispositions statutaires et réglementaires notamment en matière de recrutements hors statut, d'utilisation abusive d'emplois précaires, de mutations et lors des exercices de notations, L'arrêt des réorganisations, Des externalisations et la révision à la hausse du nombre de recrutements au cadre permanent.;SUD;"action sociale;conducteur;agent de manoeuvre;chef de bord;bâtiment;accueil en gare et vente;énergie;logistique;ingénierie et maintenance du matériel roulant;service médical;sûreté ferroviaire;conducteur;chef de bord;régulation et circulation ferroviaire;infrastructure";121097.0;2437.0;2.0
2014-03-24;2014-03-26;CREQ: Reconnaissance du métier de conducteur Infra Maintenance et Travaux, L'emploi et la formation, Le déroulement de carrière, Les conditions de vie et de travail.;CGT;logistique;1213.0;396.0;32.6
2014-05-21;2014-05-23;Retour du métier de gestion administrative dans des bureaux administratifs, Prise en compte de la totalité des tâches qui incombent aux gestionnaires dans le pesage de la charge de travail des CMGA et agences famille, L'emploi et le recrutement au cadre permanent et l'abandon d'utilisation d'emplois précaires, L'abandon du projet de transfert de la gestion des prestations familiales vers la CNAF, Le maintien de la branche famille et maladie au sein de l'action sociale de la SNCF, Le maintien intact des prestations familiales au sein des services de la SNCF, Le maintien des prestations sociales et de leurs conditions d'attribution, Le maintien du taux FASS à 1.275% de la masse salariale, Le choix d'un projet de réforme du système ferroviaire pour un EPIC SNCF intégré.;"CGT;UNSA;SUD";agent de manoeuvre;10066.0;900.0;8.9
2014-05-21;2014-05-23;La réforme ferroviaire;CGT;"agent de manoeuvre;régulation et circulation ferroviaire";4025.0;123.0;3.1
2015-07-05;2015-07-10;Changement de service été 2015;CFDT;tractionnaires;3499.0;375.0;1.4
2016-01-14;;Fiabiliser le système ferroviaire, emploi;Sud-Rail;;;;0.6
2016-03-09;2016-03-09;Décret socle, CCN, Accord d'entreprise;CGT, UNSA, SUD-RAIL, CFDT;;;;35.5
2016-09-15;;journée interprofessionnelle du 15 septembre 2016;CGT,Sud Rail;;;;4.4
2017-04-14;;IMC (ADC/ASCT seulement);CFDT;;;;3.5
2018-02-08;;Manif à Paris - annulée / Politique d'entreprise;CGT régionaux;;;;6.8
2018-03-08;;Egalité des droits H/F;CGT, SUD-Rail;;;;0.2
2018-04-13;;Reforme de la SNCF;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;22.5
2018-05-13;;Reforme de la SNCF;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;26.0
2018-05-18;;Reforme de la SNCF;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;15.7
2018-05-24;;Reforme de la SNCF;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;15.0
2018-06-02;;Reforme de la SNCF;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;22.2
2018-06-08;;Reforme de la SNCF;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;13.7
2018-06-17;;Reforme de la SNCF;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;20.6
2018-06-22;;Reforme de la SNCF;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;9.9
2018-07-06;;Reforme de la SNCF;CGT, SUD-Rail;;;;6.5
2018-12-14;;Journée interpro du 14 décembre;CGT;;;;6.2
2019-02-05;;Pacte ferroviaire;CGT;;;;8.7
2019-06-04;;Réforme de la SNCF;CGT, UNSA, SUD-Rail et FO;;;;8.6
2019-12-06;;Réforme des retraites;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;31.7
2019-12-07;;Réforme des retraites;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;41.6
2019-12-08;;Réforme des retraites;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;40.4
2019-12-09;;Réforme des retraites;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;17.1
2019-12-12;;Réforme des retraites;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;17.3
2019-12-20;;Réforme des retraites;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;9.5
2019-12-28;;Réforme des retraites;CGT, SUD-Rail, CFDT, FO, UNSA;;;;15.3
2019-12-29;;Réforme des retraites;CGT, SUD-Rail, CFDT, FO, UNSA;;;;14.7
2019-12-31;;Réforme des retraites;CGT, SUD-Rail, CFDT, FO, UNSA;;;;7.7
2020-01-08;;Réforme des retraites;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;6.8
2020-01-09;;Réforme des retraites;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;32.9
2020-01-10;;Réforme des retraites;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;10.2
2020-02-20;;Réforme des retraites;CGT, UNSA, SUD-Rail, FO;;;;4.3
2002-03-13;2002-03-15;Journée de manifestation et d'action contre la libéralisation des services publics à l'occasion du Sommet Européen de Barcelone.;"CGT;SUD;CFDT;FO";"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;régulation et circulation ferroviaire;infrastructure";28760.0;1491.0;5.2
2002-11-25;2002-11-27;Augmentation générale des salaires, maintien des régimes particuliers de retraite, défense du service public et du statut, retour à l'unicité de la SNCF.;FO;"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;régulation et circulation ferroviaire;infrastructure";126516.0;12453.0;9.8
2003-05-12;2003-05-14;Réaffirmer leur attachement à l'ensemble des conditions de départ à la retraite : 37,5 annuités de versements, l'âge de départ à 50 et 55 ans, le système de péréquation des pensions sur les salaires. Dénoncer la volonté du patronat et du gouvernement de vouloir imposer la réforme du régime de base et l'alignement des régimes particuliers et spéciaux sur le privé, remettant en cause notre statut. Réaffirmer leur attachement au système des retraites par répartition et la convergence d'intérêt de tous les salariés. Dénoncer l'appel à la régression sociale, véritable négation des contraintes professionnnelles des cheminots et la capitalisation,contraire à la solidarité entre génération.;"CGT;UNSA;SUD;CFDT;FO;CFTC;FGAAC";"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;régulation et circulation ferroviaire;infrastructure";129843.0;81058.0;62.4
2003-05-13;;Rejette toute idée d'allongement de la durée de cotisation, du système de décote pour années manquantes et volonté de défendre et améliorer le régime spécial des cheminots. Dénonce la volonté du patronat et du gouvernement de vouloir imposer la réforme du régime de base et l'alignement des régimes particuliers et spéciaux sur le privé, remettant en cause notre statut. Revendique les mêmes droits pour les contractuels que les CP. Réaffirme son attachement au système des retraites par répartition et la convergence d'intérêt de tous les salariés. Dénonce l'appel à la régression sociale, véritable négation des contraintes professionnnelles des cheminots et la capitalisation,contraire à la solidarité entre génération.;SUD;"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;régulation et circulation ferroviaire;infrastructure";121868.0;31172.0;25.6
2003-05-13;;Maintien du régime de retraite (37,5 annuités pour le taux plein) et du mode de calcul de celle-ci pour assurer au minimum le taux de remplacement actuel à durée de cotisation identique. Maintien de l'âge de départ à 55 ans et 50 ans pour les agents de conduite.;FO;"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;régulation et circulation ferroviaire;infrastructure";39062.0;1983.0;5.1
2003-05-22;2003-05-22;Revendications suite au discussions sur le règlement PS25 (référentiel ressources humaines);SUD;"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;régulation et circulation ferroviaire;infrastructure";126896.0;8.0;0.0
2004-05-12;2004-05-14;Politique de l'emploi (besoins service public et population), véritable plan de développement du fret, désendettement du système ferroviaire par l'Etat, revalorisation des salaires et pensions.;"CGT;SUD;CFDT;FO";"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;régulation et circulation ferroviaire;infrastructure";137739.0;30472.0;22.1
2004-09-08;2004-09-10;Effectifs, conditions de travail, travail de nuit, management, formation.;FO;"agent de manoeuvre;infrastructure";8411.0;473.0;5.6
2005-01-22;2005-01-28;Budget, service public.;SUD;"agent de manoeuvre;accueil en gare et vente;régulation et circulation ferroviaire";472.0;54.0;11.4
2005-03-02;;Refus de voir s'instaurer la notation au mérite. Opposition aux nouvelles méthodes de management jugées inadaptées;FGAAC;conducteur;10270.0;884.0;8.6
2006-03-16;2006-03-17;Retrait du CPE, embauches au Statut, arrêt du processus de privatisation;FO;"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;régulation et circulation ferroviaire;infrastructure";20869.0;50.0;0.2
2006-04-11;;Retrait du CPE et du CNE, respect des garanties liées aux CDI, Convention Colectives Nationales et Statuts, ouverture immédiate de néociations salariales à la SNCF.;FO;"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;régulation et circulation ferroviaire;infrastructure";3252.0;22.0;0.7
