Code établissement;Appellation officielle;Dénomination principale;Patronyme uai;Secteur Public/Privé;Adresse;Lieu dit;Boite postale;Code postal;Localite d'acheminement;Commune;Coordonnee X;Coordonnee Y;EPSG;Latitude;Longitude;Qualité d'appariement;Localisation;Code nature;Nature;Code état établissement;Etat établissement;Code département;Code région;Code académie;Code commune;Département;Région;Académie;Position;secteur_prive_code_type_contrat;secteur_prive_libelle_type_contrat;code_ministere;libelle_ministere;date_ouverture
0441490F;Ecole primaire privée Notre-Dame de Bon Port;ECOLE PRIMAIRE PRIVEE;N-D.DE BON PORT;Privé;2 A rue Dobrée;;;44100;NANTES;Nantes;354440.2;6689020.8;EPSG:2154;47.211496743457815;-1.5680701705289424;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2114967435,-1.56807017053;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1971-03-22
0442037A;Ecole maternelle Pauline Kergomard;ECOLE MATERNELLE PUBLIQUE;PAULINE KERGOMARD;Public;4 rue Pierre Etienne Flandin;;;44200;NANTES;Nantes;356583.7;6687957.1;EPSG:2154;47.20304866009342;-1.5389897127968293;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2030486601,-1.5389897128;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1985-09-01
0442074R;Ecole élémentaire Anatole de Monzie;ECOLE ELEMENTAIRE PUBLIQUE;ANATOLE DE MONZIE;Public;Rue Léon Buerne;;;44200;NANTES;Nantes;356371.9;6687953.9;EPSG:2154;47.2029103183295;-1.5417805099112682;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2029103183,-1.54178050991;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1987-09-01
0440612B;Ecole élémentaire Agenêts;ECOLE ELEMENTAIRE PUBLIQUE;AGENETS;Public;31 rue des Agenets;;;44000;NANTES;Nantes;357386.5;6690646.9;EPSG:2154;47.227639041972594;-1.530439778951194;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.227639042,-1.53043977895;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-07
0440620K;Ecole élémentaire Jacques Prévert;ECOLE ELEMENTAIRE PUBLIQUE;JACQUES PREVERT;Public;34 rue du Breil;;;44100;NANTES;Nantes;353372.9;6691098.8;EPSG:2154;47.2296164118259;-1.5837403699098072;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2296164118,-1.58374036991;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-07
0440627T;Ecole élémentaire Chêne d'Aron;ECOLE ELEMENTAIRE PUBLIQUE;CHENE D ARON;Public;3 rue de l'Heronnière;;;44000;NANTES;Nantes;354985.8;6689068.1;EPSG:2154;47.21220563790411;-1.560909821931182;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2122056379,-1.56090982193;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-22
0440633Z;Ecole élémentaire Les Châtaigniers;ECOLE ELEMENTAIRE PUBLIQUE;CHATAIGNIERS;Public;164 rue du Corps de Garde;;;44100;NANTES;Nantes;351925.0;6690092.8;EPSG:2154;47.21981728091829;-1.6020694630595043;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2198172809,-1.60206946306;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-07
0440640G;Ecole élémentaire Fellonneau;ECOLE ELEMENTAIRE PUBLIQUE;FELLONNEAU;Public;15 rue Fellonneau;;;44000;NANTES;Nantes;355586.9;6691192.7;EPSG:2154;47.2316130614791;-1.5545994399752192;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2316130615,-1.55459943998;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-07
0440678Y;Ecole élémentaire Gustave Roch;ECOLE ELEMENTAIRE PUBLIQUE;GUSTAVE ROCH;Public;24 boulevard Gustave Roch;;;44200;NANTES;Nantes;355750.9;6688177.6;EPSG:2154;47.2045992100751;-1.55014040009921;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2045992101,-1.5501404001;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440688J;Ecole élémentaire Jean Zay;ECOLE ELEMENTAIRE PUBLIQUE;JEAN ZAY;Public;15 bis rue Yves Kartel;;;44100;NANTES;Nantes;351408.9;6688940.4;EPSG:2154;47.20918938484029;-1.6079894606138896;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2091893848,-1.60798946061;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0441034K;Ecole élémentaire La Contrie;ECOLE ELEMENTAIRE PUBLIQUE;CONTRIE;Public;19 rue de la Petite Reine;;;44100;NANTES;Nantes;352065.2;6689624.5;EPSG:2154;47.21568197619949;-1.5998597249344466;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2156819762,-1.59985972493;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-09-17
0441484Z;Ecole primaire privée Notre-Dame des Batignolles;ECOLE PRIMAIRE PRIVEE;N-D.DES BATIGNOLLES;Privé;184 boulevard Jules Verne;;;44300;NANTES;Nantes;358035.5;6692673.7;EPSG:2154;47.24619036951912;-1.5234103272462436;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2461903695,-1.52341032725;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1971-03-22
0441600A;Ecole maternelle Stalingrad;ECOLE MATERNELLE PUBLIQUE;STALINGRAD;Public;6 allée du Bourg Fumé;;;44000;NANTES;Nantes;356812.8;6689792.3;EPSG:2154;47.219661641625166;-1.5373606010851688;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2196616416,-1.53736060109;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1972-09-29
0442730D;Ecole primaire Aimé Césaire;ECOLE PRIMAIRE PUBLIQUE;AIME CESAIRE;Public;9 esplanade Edouard Glissant;;;44200;NANTES;Nantes;354556.4;6688263.9;EPSG:2154;47.20475444359435;-1.5659595768087584;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2047544436,-1.56595957681;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2012-09-01
0440309X;Collège Rosa Parks;COLLEGE;ROSA PARKS;Public;91 boulevard Pierre de Coubertin;;;44100;NANTES;Nantes;352779.2;6691276.6;EPSG:2154;47.23090401945198;-1.5917102604048903;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2309040195,-1.5917102604;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1971-02-15
0441608J;Collège La Durantière;COLLEGE;LA DURANTIERE;Public;17 rue Baptiste Marcet;;;44100;NANTES;Nantes;351747.9;6689552.2;EPSG:2154;47.21486580010774;-1.6039894137236577;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2148658001,-1.60398941372;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1973-03-26
0440658B;Ecole élémentaire Les Marsauderies;ECOLE ELEMENTAIRE PUBLIQUE;MARSAUDERIES;Public;1 rue de la Bertiniere;;;44300;NANTES;Nantes;357533.6;6692324.7;EPSG:2154;47.24279474344717;-1.5297702346217672;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2427947434,-1.52977023462;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-07
0441520N;Ecole élémentaire La Bottière;ECOLE ELEMENTAIRE PUBLIQUE;BOTTIERE;Public;10 rue de la Bottiere;;;44300;NANTES;Nantes;358047.1;6691685.6;EPSG:2154;47.23731545756393;-1.522509448370174;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2373154576,-1.52250944837;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1971-06-16
0441961T;Ecole primaire Jacques Tati;ECOLE PRIMAIRE PUBLIQUE;JACQUES TATI;Public;1 rue d'Ascain;;;44200;NANTES;Nantes;357461.0;6686993.6;EPSG:2154;47.1948419310859;-1.526690472719608;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.1948419311,-1.52669047272;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1981-09-01
0441417B;Ecole primaire privée Saint Nicolas;ECOLE PRIMAIRE PRIVEE;ST NICOLAS;Privé;5 rue Dugommier;;;44000;NANTES;Nantes;354895.2;6689480.5;EPSG:2154;47.215865067496;-1.56241949144605;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2158650675,-1.56241949145;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1971-03-19
0442875L;Ecole primaire privée Les Petons dans l'herbe;ECOLE PRIMAIRE PRIVEE;LES PETONS DANS L'HERBE;Privé;8 bd Einstein;;;44000;NANTES;Nantes;355541.9;6694519.5;EPSG:2154;47.26148968357041;-1.5577297579243004;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2614896836,-1.55772975792;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2018-09-01
0440536U;Collège Sophie Germain;COLLEGE;SOPHIE GERMAIN;Public;19  MAIL PABLO PICASSO;;;44000;NANTES;Nantes;356873.3;6689261.9;EPSG:2154;47.214925766511755;-1.5361600679820884;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2149257665,-1.53616006798;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-02-11
0440203G;Collège privé Saint-Martin;COLLEGE PRIVE;ST MARTIN;Privé;38 bis rue DE L ABBAYE;;;44100;NANTES;Nantes;352302.2;6687954.4;EPSG:2154;47.20079616233207;-1.5954500192719163;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2007961623,-1.59545001927;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1967-03-07
0440219Z;Collège privé Saint Jacques de Compostelle;COLLEGE PRIVE;ST J.DE COMPOSTELLE;Privé;11 rue GABRIEL GOUDY;;;44200;NANTES;Nantes;356485.2;6687129.1;EPSG:2154;47.1955557393812;-1.539660254937077;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.1955557394,-1.53966025494;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1967-03-08
0441782Y;Lycée professionnel agricole de Nantes - le Grand-Blottereau;LYCEE PROFESSIONNEL AGRICOLE;DE NANTES - GD BLOTTEREAU;Public;34  CHEMIN DU PONCEAU;;;44300;NANTES;Nantes;358786.3;6690382.0;EPSG:2154;47.22597929101644;-1.511770390040611;Parfaite;Numéro de rue;320;LYCEE PROFESSIONNEL;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.225979291,-1.51177039004;99;SANS OBJET;03;AGRICULTURE;1977-09-07
0441982R;Lycée général et technologique privé Bretagne;LYCEE GEN.ET TECHNOL.PRIVE;DE BRETAGNE;Privé;15  RUE DU LANDREAU;;;44300;NANTES;Nantes;358163.5;6691151.6;EPSG:2154;47.232575902363024;-1.5205694787085215;Parfaite;Numéro de rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2325759024,-1.52056947871;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1981-09-01
0442535S;Ecole Secondaire Privée Cours Charlier;ECOLE SECONDAIRE PRIVEE;COURS CHARLIER;Privé;26 bis rue DES HAUTS PAVES;;;44000;NANTES;Nantes;354876.2;6690358.1;EPSG:2154;47.22374276055028;-1.5633398804077752;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2237427606,-1.56333988041;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2001-10-01
0442882U;Ecole Secondaire privée Sainte Catherine de Sienne;ECOLE SECONDAIRE PRIVEE;SAINTE-CATHERINE DE SIENNE;Privé;28 rue du Fort;;;44300;NANTES;Nantes;357415.8;6694755.8;EPSG:2154;47.264584029969946;-1.5331689630167562;Correcte;Rue;340;COLLEGE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.26458403,-1.53316896302;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2018-12-21
0442835T;Collège Simone Veil;COLLEGE;SIMONE VEIL;Public;25 rue DES COLPORTEURS;;;44000;NANTES;Nantes;358699.6;6695129.0;EPSG:2154;47.26860017664039;-1.5165006127201968;Correcte;Rue;340;COLLEGE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2686001766,-1.51650061272;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2017-01-01
0441492H;Ecole primaire privée Sainte Anne;ECOLE PRIMAIRE PRIVEE;STE ANNE;Privé;4 rue Mounet Sully;;;44100;NANTES;Nantes;353531.9;6688144.8;EPSG:2154;47.20315019625277;-1.5793795873771128;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2031501963,-1.57937958738;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1971-03-19
0442035Y;Ecole élémentaire Le Linot;ECOLE ELEMENTAIRE PUBLIQUE;LINOT;Public;45 rue du Port des Charrettes;;;44300;NANTES;Nantes;357864.6;6695120.2;EPSG:2154;47.26809083157482;-1.527519502347513;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2680908316,-1.52751950235;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1984-09-01
0440714M;Ecole maternelle Henri Bergson;ECOLE MATERNELLE PUBLIQUE;HENRI BERGSON;Public;5 rue de Madrid;;;44000;NANTES;Nantes;357260.4;6689124.6;EPSG:2154;47.21389170661774;-1.5309497710235014;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2138917066,-1.53094977102;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0441879D;Ecole primaire d'application Françoise Dolto;ECOLE PRIMAIRE D'APPLICATION PUBLIQUE;FRANCOISE DOLTO;Public;11 rue de Concarneau;;;44300;NANTES;Nantes;353920.3;6695029.9;EPSG:2154;47.26523271480759;-1.5795293798054046;Parfaite;Numéro de rue;153;ECOLE ELEMENTAIRE D APPLICATION;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2652327148,-1.57952937981;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1978-09-15
0440624P;Ecole élémentaire Champenois;ECOLE ELEMENTAIRE PUBLIQUE;CHAMPENOIS;Public;8 rue Champenois;;;44000;NANTES;Nantes;357687.4;6690410.0;EPSG:2154;47.225665082819944;-1.5262902697603176;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2256650828,-1.52629026976;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-07
0440632Y;Ecole élémentaire Le Coudray;ECOLE ELEMENTAIRE PUBLIQUE;COUDRAY;Public;20 rue du Coudray;;;44000;NANTES;Nantes;356455.1;6691293.2;EPSG:2154;47.232966350854895;-1.543219897058645;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2329663509,-1.54321989706;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-07
0440636C;Ecole élémentaire Dervallières Chézine;ECOLE ELEMENTAIRE PUBLIQUE;DERVALLIERES CHEZINE;Public;1 rue Auguste Lepère;;;44100;NANTES;Nantes;352265.0;6690867.9;EPSG:2154;47.22696163571036;-1.5981804071889079;Correcte;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2269616357,-1.59818040719;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-07
0440647P;Ecole primaire Alphonse Braud;ECOLE PRIMAIRE PUBLIQUE;ALPHONSE BRAUD;Public;34 rue Gutenberg;;;44100;NANTES;Nantes;352988.2;6688027.6;EPSG:2154;47.201812920197064;-1.5864598289770289;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2018129202,-1.58645982898;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-07
0440650T;Ecole primaire La Jonelière;ECOLE PRIMAIRE PUBLIQUE;JONELIERE;Public;76 route de la Jonelière;;;44300;NANTES;Nantes;356342.6;6693456.7;EPSG:2154;47.25235297883093;-1.5463498788417127;Correcte;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2523529788,-1.54634987884;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-07
0440654X;Ecole primaire Longchamp;ECOLE PRIMAIRE PUBLIQUE;LONGCHAMP;Public;6 rue du Vélodrome;;;44300;NANTES;Nantes;354265.3;6692045.9;EPSG:2154;47.23859402747202;-1.5726902803672882;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2385940275,-1.57269028037;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-07
0440664H;Ecole primaire Rue Noire;ECOLE PRIMAIRE PUBLIQUE;RUE NOIRE;Public;45 rue Noire;;;44000;NANTES;Nantes;354870.4;6690480.5;EPSG:2154;47.22483983198892;-1.5635098287619005;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.224839832,-1.56350982876;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440665J;Ecole primaire Charles Lebourg;ECOLE PRIMAIRE PUBLIQUE;CHARLES LEBOURG;Public;5 rue Charles Lebourg;;;44300;NANTES;Nantes;355172.6;6691500.1;EPSG:2154;47.23416071369772;-1.5603005851508343;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2341607137,-1.56030058515;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440670P;Ecole élémentaire Lucie Aubrac;ECOLE ELEMENTAIRE PUBLIQUE;LUCIE AUBRAC;Public;47 boulevard Jean Moulin;;;44100;NANTES;Nantes;352071.1;6688764.7;EPSG:2154;47.20795766111801;-1.5991205875703662;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2079576611,-1.59912058757;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440687H;Ecole élémentaire Alain-Fournier;ECOLE ELEMENTAIRE PUBLIQUE;ALAIN-FOURNIER;Public;87 rue du Bois Hardy;;;44100;NANTES;Nantes;351846.2;6688353.6;EPSG:2154;47.20414502030416;-1.6017703849968057;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2041450203,-1.601770385;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440692N;Ecole maternelle Le Baut;ECOLE MATERNELLE PUBLIQUE;BAUT;Public;4 rue des Renards;;;44300;NANTES;Nantes;355132.3;6693711.4;EPSG:2154;47.254014014899326;-1.5625202377817575;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2540140149,-1.56252023778;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440696T;Ecole maternelle Jacques Prévert;ECOLE MATERNELLE PUBLIQUE;JACQUES PREVERT;Public;34 rue du Breil;;;44100;NANTES;Nantes;353374.1;6691119.4;EPSG:2154;47.229802180870266;-1.5837403325302695;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2298021809,-1.58374033253;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440698V;Ecole maternelle Louis Guiotton;ECOLE MATERNELLE PUBLIQUE;LOUIS GUIOTTON;Public;7 rue Champenois;;;44000;NANTES;Nantes;357588.1;6690395.6;EPSG:2154;47.225484434207175;-1.527589500738502;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2254844342,-1.52758950074;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440701Y;Ecole maternelle La Contrie;ECOLE MATERNELLE PUBLIQUE;CONTRIE;Public;40 rue Jean Bouin;;;44100;NANTES;Nantes;352001.6;6689587.0;EPSG:2154;47.21531160906286;-1.6006697923250852;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2153116091,-1.60066979233;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440705C;Ecole maternelle Maurice Macé;ECOLE MATERNELLE PUBLIQUE;MAURICE MACE;Public;22 rue du Pontereau - Doulon;;;44300;NANTES;Nantes;359422.8;6691547.5;EPSG:2154;47.23678174343461;-1.5042505323975361;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2367817434,-1.5042505324;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440710H;Ecole maternelle Urbain le Verrier;ECOLE MATERNELLE PUBLIQUE;URBAIN LE VERRIER;Public;11 rue Urbain Le Verrier;;;44300;NANTES;Nantes;358195.9;6692181.0;EPSG:2154;47.24184471271331;-1.5209205022192074;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2418447127,-1.52092050222;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440712K;Ecole maternelle Lamoricière;ECOLE MATERNELLE PUBLIQUE;LAMORICIERE;Public;14 bis rue Lamoricière;;;44100;NANTES;Nantes;354195.9;6689121.7;EPSG:2154;47.21227638611638;-1.5713695783633703;Correcte;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2122763861,-1.57136957836;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440715N;Ecole maternelle Les Marsauderies;ECOLE MATERNELLE PUBLIQUE;MARSAUDERIES;Public;9 rue de la Bertinière;;;44300;NANTES;Nantes;357437.0;6692370.1;EPSG:2154;47.24315292085051;-1.5310795715839725;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2431529209,-1.53107957158;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440718S;Ecole maternelle Plessis Cellier;ECOLE MATERNELLE PUBLIQUE;PLESSIS CELLIER;Public;61 rue des Alouettes;;;44100;NANTES;Nantes;351494.5;6688109.1;EPSG:2154;47.20176308109796;-1.606220188013517;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2017630811,-1.60622018801;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440723X;Ecole maternelle Gaston Serpette;ECOLE MATERNELLE PUBLIQUE;GASTON SERPETTE;Public;23 rue Edmond Bire;;;44000;NANTES;Nantes;353908.1;6690877.5;EPSG:2154;47.227906793044;-1.5765094030263727;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.227906793,-1.57650940303;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-09
