"","date","menu"
"3253",2014-04-18,"Poêlée potatoes agro"
"3254",2014-04-18,"Flan chocolat"
"3255",2014-04-21,"Pâques"
"3256",2014-04-22,"Bettraves au gruyère"
"3257",2014-04-22,"Sauté de porc Niçois"
"3258",2014-04-22,"Sauté de dinde Niçois"
"3259",2014-04-22,"Pommes noisette"
"3260",2014-04-22,"Compote bio"
"3261",2014-04-23,"MERCREDI AVEC CLASSE"
"3262",2014-04-23,"Salade de pâtes agro"
"3263",2014-04-23,"Grignottes de poulet/moutarde"
"3264",2014-04-23,"Petits pois boîte"
"3265",2014-04-23,"Liégeois choco"
"3266",2014-04-24,"PA lundi"
"3267",2014-04-24,"salade verte"
"3268",2014-04-24,"des de chevre"
"3269",2014-04-24,"Boulettes de bœuf"
"3270",2014-04-24,"ssauce tagine"
"3271",2014-04-24,"Semoule (Kidysalt)"
"3272",2014-04-24,"Banane"
"3273",2014-04-25,"Salade de tomates"
"3274",2014-04-25,"Petits poisson panés"
"3275",2014-04-25,"citron"
"3276",2014-04-25,"Gratinée de légumes"
"3277",2014-04-25,"St Paulin"
"3278",2014-04-25,"flan"
"3279",2014-04-28,"Radis/beurre"
"3280",2014-04-28,"Pâtes à la bolognaise (Tàl'assiette)"
"3281",2014-04-28,"et râpé"
"3282",2014-04-28,"Crème dessert vanille"
"3283",2014-04-29,"Crêpe au fromage"
"3284",2014-04-29,"Jambon fumé"
"3285",2014-04-29,"jambon dinde"
"3286",2014-04-29,"Courgettes"
"3287",2014-04-29,"Camembert"
"3288",2014-04-29,"Kiwi"
"3289",2014-04-30,"Salade de pommes de terre (Pomes de terre, tomate, œuf)"
"3290",2014-04-30,"Poulet la terre à l'assiette"
"3291",2014-04-30,"Basquaise"
"3292",2014-04-30,"Haricots verts"
"3293",2014-04-30,"Fromage blanc"
"3294",2014-04-30,"Fraises"
"3295",2014-05-02,"Service minimum"
"3296",2014-05-02,"4CL"
"3297",2014-05-02,"Macédoine mayo"
"3298",2014-05-02,"filet de poisson surgelé sauce normande"
"3299",2014-05-02,"Riz"
"3300",2014-05-02,"Chanteneige"
"3301",2014-05-02,"Compote"
"3302",2014-05-05,"salade au thon"
"3303",2014-05-05,"Steak de soja tomate basilic"
"3304",2014-05-05,"riz ratatouille"
"3305",2014-05-05,"Suisses aromatisés"
"3306",2014-05-06,"Pizza"
"3307",2014-05-06,"Sauté de dinde"
"3308",2014-05-06,"dijonnaise"
"3309",2014-05-06,"Brocolis"
"3310",2014-05-06,"Edam"
"3311",2014-05-06,"Ananas"
"3312",2014-05-07,"Concombres/ mozzarela (billes)"
"3313",2014-05-07,"Rôti de bœuf Terre à l'assiette"
"3314",2014-05-07,"Frites"
"3315",2014-05-07,"Flan caramel"
"3316",2014-05-09,"Service minimum"
"3317",2014-05-09,"4 CL"
"3318",2014-05-09,"Betteraves"
"3319",2014-05-09,"Poisson meunière"
"3320",2014-05-09,"Carottes à la crème"
"3321",2014-05-09,"Eclair chocolat"
"3322",2014-05-09,"Lait bio"
"3323",2014-05-12,"PA jeudi"
"3324",2014-05-12,"Rillettes de thon"
"3325",2014-05-12,"/ citron"
"3326",2014-05-12,"Lasagnes"
"3327",2014-05-12,"Salade"
"3328",2014-05-12,"yaourt aromatisé"
"3329",2014-05-13,"PA lundi"
"3330",2014-05-13,"Tarte au fromage"
"3331",2014-05-13,"Pilon de poulet"
"3332",2014-05-13,"Petits pois"
"3333",2014-05-13,"Gouda"
"3334",2014-05-13,"Kiwi"
"3335",2014-05-14,"Céleri rémoulade"
"3336",2014-05-14,"Rôti de dinde"
"3337",2014-05-14,"jus de veau"
"3338",2014-05-14,"Marmelade de pommes"
"3339",2014-05-14,"Chèvre"
"3340",2014-05-14,"tarte citron"
"3341",2014-05-15,"PA mardi"
"3342",2014-05-15,"repas grève"
"3343",2014-05-16,"Tomate/demi-œuf"
"3344",2014-05-16,"Endives /demi-œuf educalim"
"3345",2014-05-16,"Poisson sauce normande"
"3346",2014-05-16,"Riz basmati"
"3347",2014-05-16,"Crème chocolat bio Péard"
"3348",2014-05-19,"Concombres vgte"
"3349",2014-05-19,"Sauté de dinde chasseur"
"3350",2014-05-19,"Palet brocolis/carottes"
"3351",2014-05-19,"choux bruxelles educalim"
"3352",2014-05-19,"tome belle de nantes"
"3353",2014-05-19,"Beignet pomme"
"3354",2014-05-20,"Feuilleté fromage C'Pierre Clot"
"3355",2014-05-20,"Rôti de bœuf"
"3356",2014-05-20,"jus de veau"
"3357",2014-05-20,"Purée de légumes verts"
"3358",2014-05-20,"Mimolette"
"3359",2014-05-20,"Fraises au sucre"
"3360",2014-05-21,"Choux rouges"
"3361",2014-05-21,"Poisson sauce niçoise"
"3362",2014-05-21,"Riz"
"3363",2014-05-21,"Edam"
"3364",2014-05-21,"Ananas"
"3365",2014-05-22,"Melon"
"3366",2014-05-22,"Jambon fumé"
"3367",2014-05-22,"jambon de dinde"
"3368",2014-05-22,"Flageolets boîte"
"3369",2014-05-22,"Flan chocolat"
"3370",2014-05-23,"Carottes râpées"
"3371",2014-05-23,"Poisson sauce beurre blanc"
"3372",2014-05-23,"Pommes rissolées"
"3373",2014-05-23,"Crème dessert vanille laiterie St Père"
"3374",2014-05-26,"salade douceur / surimi"
"3375",2014-05-26,"Pâtes à la bolognaise (Collet)"
"3376",2014-05-26,"et gruyère râpé"
"3377",2014-05-26,"yaourt fermier bio"
"3378",2014-05-27,"PA vendredi"
"3379",2014-05-27,"Salade de riz agro Collet"
"3380",2014-05-27,"Poisson meunière"
"3381",2014-05-27,"Courgettes beurre provençale"
"3382",2014-05-27,"Tome noire"
"3383",2014-05-27,"Salade de fruits frais"
"3384",2014-05-28,"Ecoles"
"3385",2014-05-28,"Choux blancs mimolette"
"3386",2014-05-28,"Rôti de porc froid"
"3387",2014-05-28,"rôti de dinde"
"3388",2014-05-28,"ketchup"
"3389",2014-05-28,"Chips"
"3390",2014-05-28,"Suisses aromatisés"
"3391",2014-05-30,"SANS CLASSE"
"3392",2014-06-02,"PA CHANGE"
"3393",2014-06-02,"Melon"
"3394",2014-06-02,"Hachis parmentier"
"3395",2014-06-02,"salade"
"3396",2014-06-02,"Ile flottante"
"3397",2014-06-03,"Radis / beurre"
"3398",2014-06-03,"Rôti de dinde"
"3399",2014-06-03,"jus de veau"
"3400",2014-06-03,"gratin de choux fleurs Bonduelle"
"3401",2014-06-03,"Cantal"
"3402",2014-06-03,"Tarte grillée aux pommes"
"3403",2014-06-04,"Taboulé"
"3404",2014-06-04,"Paupiette de volaille sauce forestière"
"3405",2014-06-04,"Haricots verts cuits D'aucy"
"3406",2014-06-04,"Chanteneige"
"3407",2014-06-04,"Banane"
"3408",2014-06-05,"KYDISALT"
"3409",2014-06-05,"Concombres"
"3410",2014-06-05,"Jambon fumé"
"3411",2014-06-05,"Lentilles"
"3412",2014-06-05,"Yaourt fermier bio"
"3413",2014-06-06,"Pizza au fromage"
"3414",2014-06-06,"Omelette"
"3415",2014-06-06,"Epinards agro"
"3416",2014-06-06,"Edam"
"3417",2014-06-06,"Fraises au sucre"
"3418",2014-06-10,"PA jeudi"
"3419",2014-06-10,"Tarte au fromage"
"3420",2014-06-10,"Saucisse de Toulouse"
"3421",2014-06-10,"Marmelade de pommes (logistique)"
"3422",2014-06-10,"Crème dessert vanille St Père"
"3423",2014-06-11,"Ecole"
"3424",2014-06-11,"salade au gruyère"
"3425",2014-06-11,"Rôti de bœuf"
"3426",2014-06-11,"ketchup"
"3427",2014-06-11,"Pommes noisette"
"3428",2014-06-11,"Banane"
"3429",2014-06-12,"PA lundi"
"3430",2014-06-12,"Kydisalt coquillettes"
"3431",2014-06-12,"Pastèque"
"3432",2014-06-12,"Paëlla"
"3433",2014-06-12,"Camembert"
"3434",2014-06-12,"Compote pomme-framboise"
"3435",2014-06-13,"Salade de tomates"
"3436",2014-06-13,"Poisson beurre blanc"
"3437",2014-06-13,"Gratinée de légumes"
"3438",2014-06-13,"Gouda"
"3439",2014-06-13,"Eclair chocolat"
"3440",2014-06-16,"salade de lentilles bio (Lentilles, tomates, maïs)"
"3441",2014-06-16,"Poulet fermier SDA"
"3442",2014-06-16,"Poêlée victoria"
"3443",2014-06-16,"Chanteneige"
"3444",2014-06-16,"Nectarine"
"3445",2014-06-17,"Melon"
"3446",2014-06-17,"Poisson meunière"
"3447",2014-06-17,"Courgettes béchamel"
"3448",2014-06-17,"St nectaire"
"3449",2014-06-17,"tarte abricots framboise"
"3450",2014-06-18,"Pizza"
"3451",2014-06-18,"Palette 1/2 sel froide"
"3452",2014-06-18,"Macédoine mayo"
"3453",2014-06-18,"St paulin"
"3454",2014-06-18,"abricot"
"3455",2014-06-19,"salade / mozzarella"
"3456",2014-06-19,"Sauté de veau aux agrumes"
"3457",2014-06-19,"Pommes potatoes"
"3458",2014-06-19,"Fraises"
"3459",2014-06-20,"Carottes râpées bio"
"3460",2014-06-20,"steak de soja tomate et basilic"
"3461",2014-06-20,"Haricots verts bio Naturdis"
"3462",2014-06-20,"Fromage Belle de Nantes bio"
"3463",2014-06-20,"Cerises"
"3464",2014-06-23,"Salade au thon"
"3465",2014-06-23,"Sauté de porc chasseur"
"3466",2014-06-23,"Sauté de dinde chasseur"
"3467",2014-06-23,"Palets brocolis/carottes"
"3468",2014-06-23,"Camembert"
"3469",2014-06-23,"Gâteau au fromage blanc Le Ster"
"3470",2014-06-24,"Salade de pâtes aux tomates confites"
"3471",2014-06-24,"Rôti de dinde"
"3472",2014-06-24,"Epinards à la crème agro"
"3473",2014-06-24,"Crème de gruyère"
"3474",2014-06-24,"nectarine"
"3475",2014-06-25,"Concombres à la crème"
"3476",2014-06-25,"Parmentier de poisson Collet"
"3477",2014-06-25,"Salade verte"
"3478",2014-06-25,"Crème  chocolat"
"3479",2014-06-26,"Kydisalt"
"3480",2014-06-26,"Pastèque"
"3481",2014-06-26,"Boulettes de viande"
"3482",2014-06-26,"sauce tagine"
"3483",2014-06-26,"Semoule de couscous SMR"
"3484",2014-06-26,"Flan caramel"
"3485",2014-06-27,"Choux blancs / mimolette"
"3486",2014-06-27,"Marmite du Perray"
"3487",2014-06-27,"Pommes rissolées"
"3488",2014-06-27,"Compote (stock)"
"3489",2014-06-30,"Radis / beurre"
"3490",2014-06-30,"Raviolis"
"3491",2014-06-30,"gruyre râpé"
"3492",2014-06-30,"Fromage blanc / fruits rouges"
"3493",2014-06-30,"fruits rouges cuisinés ( idée fruits)"
"3494",2014-07-01,"Betteraves (stock) aux dés de chèvre"
"3495",2014-07-01,"sauté de canard à l'orange"
"3496",2014-07-01,"Pommes vapeur"
"3497",2014-07-01,"abricots"
"3498",2014-07-02,"carottes râpées"
"3499",2014-07-02,"saucisse bio"
"3500",2014-07-02,"merguez de volaille"
"3501",2014-07-02,"lentilles bio"
"3502",2014-07-02,"Mini Leerdamer"
"3503",2014-07-02,"Cocktail de fruits"
"3504",2014-07-03,"Crêpe au fromage"
"3505",2014-07-03,"Rôti de bœuf / ketchup"
"3506",2014-07-03,"ketchup"
"3507",2014-07-03,"Haricots verts"
"3508",2014-07-03,"St paulin"
"3509",2014-07-03,"Banane"
"3510",2014-07-04,"Melon"
"3511",2014-07-04,"Terrine de poisson"
"3512",2014-07-04,"macédoine"
"3513",2014-07-04,"mayonnaise"
"3514",2014-07-04,"tarte au citron"
"3515",2014-07-04,"Lait bio"
"3516",2014-07-07,"Salade coleslaw"
"3517",2014-07-07,"Parmentier de poisson Collet"
"3518",2014-07-07,"Salade verte"
"3519",2014-07-07,"Yaourt aromatisé"
"3520",2014-07-08,"Tarte au fromage"
"3521",2014-07-08,"Jambon fumé"
"3522",2014-07-08,"Marmelade de pommes"
"3523",2014-07-08,"Camembert"
"3524",2014-07-08,"Cerises"
"3525",2014-07-09,"Radis/beurre"
"3526",2014-07-09,"Pilon de poulet confit"
"3527",2014-07-09,"Poêlée victoria"
"3528",2014-07-09,"Tomme noire"
"3529",2014-07-09,"Nectarine"
"3530",2014-07-10,"Pastèque"
"3531",2014-07-10,"Lasagnes"
"3532",2014-07-10,"Salade douceur"
"3533",2014-07-10,"Crème dessert chocolat"
"3534",2014-07-11,"Concombres vgte"
"3535",2014-07-11,"Nuggets de poisson"
"3536",2014-07-11,"Purée de légumes verts"
"3537",2014-07-11,"Gouda"
"3538",2014-07-11,"Abricots"
"3539",2014-07-15,"Betteraves au gruyère"
"3540",2014-07-15,"Paëlla au poulet"
"3541",2014-07-15,"et fruits de mer"
"3542",2014-07-15,"Salade de fruits frais"
"3543",2014-07-16,"Melon"
"3544",2014-07-16,"Hachis parmentier"
"3545",2014-07-16,"Salade verte"
"3546",2014-07-16,"Ile flottante"
"3547",2014-07-17,"Pizza"
"3548",2014-07-17,"Jambon blanc"
"3549",2014-07-17,"Macédoine Besson"
"3550",2014-07-17,"Chèvre"
"3551",2014-07-17,"Banane"
"3552",2014-07-18,"Rillettes de thon/citron"
"3553",2014-07-18,"Omelette"
"3554",2014-07-18,"Gratinée de légumes"
"3555",2014-07-18,"St Paulin"
"3556",2014-07-18,"Eclair chocolat"
"3557",2014-07-21,"Gaspacho/croûtons"
"3558",2014-07-21,"Haché de poulet"
"3559",2014-07-21,"confit ratatouille 3/1"
"3560",2014-07-21,"Edam"
"3561",2014-07-21,"Abricots"
"3562",2014-07-22,"Salade de pâtes"
"3563",2014-07-22,"Poisson meunière"
"3564",2014-07-22,"Purée de carottes"
"3565",2014-07-22,"Crème de gruyère"
"3566",2014-07-22,"Pêche"
"3567",2014-07-23,"Batonnets de carottes+sauce"
"3568",2014-07-23,"Jambon fumé"
"3569",2014-07-23,"petits pois 5/1"
"3570",2014-07-23,"St Nectaire"
"3571",2014-07-23,"Tarte normande aux pommes"
"3572",2014-07-24,"Pastèque"
"3573",2014-07-24,"Couscous merguez Collet"
"3574",2014-07-24,"Crème dessert vanille"
"3575",2014-07-25,"Feuilleté au fromage C'Pierre Clot"
"3576",2014-07-25,"Œuf durs"
"3577",2014-07-25,"Salade de pommes de terre (Besson)"
"3578",2014-07-25,"Suisses aro"
"3579",2014-07-28,"Pizza"
"3580",2014-07-28,"Grignottes de poulet froides"
"3581",2014-07-28,"Poêlée victoria"
"3582",2014-07-28,"Tome blanche"
"3583",2014-07-28,"Nectarine"
"3584",2014-07-29,"Tomates cerise"
"3585",2014-07-29,"Omelette"
"3586",2014-07-29,"Gratinée de légumes"
"3587",2014-07-29,"Gouda"
"3588",2014-07-29,"Tarte citron"
"3589",2014-07-30,"Concombres"
"3590",2014-07-30,"Jambon blanc"
"3591",2014-07-30,"Chips"
"3592",2014-07-30,"Crème dessert chocolat bio Peard"
"3593",2014-07-31,"Radis/beurre"
"3594",2014-07-31,"Lasagnes"
"3595",2014-07-31,"Salade verte"
"3596",2014-07-31,"Yaourt aro"
"3597",2014-08-01,"Taboulé ( collet)"
"3598",2014-08-01,"Terrine de poisson+mayo"
"3599",2014-08-01,"Taboulé Besson"
"3600",2014-08-01,"Froamge vache/brebis"
"3601",2014-08-01,"Prunes"
"3602",2014-08-04,"Pastèque"
"3603",2014-08-04,"raviolis 5/1"
"3604",2014-08-04,"fromage râpé"
"3605",2014-08-04,"Salade verte"
"3606",2014-08-04,"Fromage blanc"
"3607",2014-08-05,"salade de tomates"
"3608",2014-08-05,"mozzarlla"
"3609",2014-08-05,"Couscous merguez/semoule"
"3610",2014-08-05,"légumes couscous"
"3611",2014-08-05,"Abricots"
"3612",2014-08-06,"Choux rouges vinaigrette"
"3613",2014-08-06,"Sauté de porc sauce bigarrade"
"3614",2014-08-06,"sauté de dindebigarrade"
"3615",2014-08-06,"Pommes noisettes"
"3616",2014-08-06,"Ile flottante"
"3617",2014-08-07,"Carottes râpées"
"3618",2014-08-07,"Rôti de dinde"
"3619",2014-08-07,"Petits pois"
"3620",2014-08-07,"Camembert"
"3621",2014-08-07,"Eclair chocolat"
"3622",2014-08-08,"Tarte au fromage"
"3623",2014-08-08,"Poisson au beurre blanc"
"3624",2014-08-08,"galets brocoli/ carottes"
"3625",2014-08-08,"Banane"
"3626",2014-08-11,"Salade"
"3627",2014-08-11,"1/2 œuf"
"3628",2014-08-11,"Pâtes à la bolognaise"
"3629",2014-08-11,"et gruyère râpé"
"3630",2014-08-11,"Crème vanille"
"3631",2014-08-12,"Pizza au fromage"
"3632",2014-08-12,"Emincé de dinde Dijonnaise"
"3633",2014-08-12,"Carottes"
"3634",2014-08-12,"Tomme noire"
"3635",2014-08-12,"Prunes reine-claude"
"3636",2014-08-13,"Concombres"
"3637",2014-08-13,"Saucisse bio Porc"
"3638",2014-08-13,"merguez de volaille"
"3639",2014-08-13,"Purée de pomme de terre"
"3640",2014-08-13,"Suisses aro"
"3641",2014-08-14,"Melon"
"3642",2014-08-14,"Nuggets de poisson pané"
"3643",2014-08-14,"Epinards"
"3644",2014-08-14,"Tarte grillée aux pommes"
"3645",2014-08-14,"lait bio"
"3646",2014-08-18,"Salade de pâtes"
"3647",2014-08-18,"Jambon fumé"
"3648",2014-08-18,"jambon dinde"
"3649",2014-08-18,"Marmelade de pommes"
"3650",2014-08-18,"Liégeois chocolat"
"3651",2014-08-19,"Choux blancs / mimolette"
"3652",2014-08-19,"Poisson sce niçoise"
"3653",2014-08-19,"Riz"
"3654",2014-08-19,"Cocktail de fruits au sirop"
"3655",2014-08-20,"Pastèque"
"3656",2014-08-20,"Rôti de bœuf"
"3657",2014-08-20,"Pommes potatoes"
"3658",2014-08-20,"Flan caramel"
"3659",2014-08-21,"Crêpe au fromage"
"3660",2014-08-21,"Fricassée de poulet SDA"
"3661",2014-08-21,"Haricots verts"
"3662",2014-08-21,"St Paulin"
"3663",2014-08-21,"nectarine"
"3664",2014-08-22,"salade de lentilles (Lentilles, tomate, maïs)"
"3665",2014-08-22,"Omelette"
"3666",2014-08-22,"Courgettes à la tomate"
"3667",2014-08-22,"Gruyère en stick"
"3668",2014-08-22,"Banane"
"3669",2014-08-25,"Salade aux dés de chèvre"
"3670",2014-08-25,"Dés de chèvre"
"3671",2014-08-25,"Paëlla au poulet"
"3672",2014-08-25,"et fruits de mer"
"3673",2014-08-25,"Compote"
"3674",2014-08-26,"Melon"
"3675",2014-08-26,"Rôti de porc"
"3676",2014-08-26,"rôti de dinde"
"3677",2014-08-26,"jus de veau"
"3678",2014-08-26,"Frites"
"3679",2014-08-26,"Yaourt aro"
"3680",2014-08-27,"Carottes râpées"
"3681",2014-08-27,"Boulettes de bœuf"
"3682",2014-08-27,"Semoule"
"3683",2014-08-27,"Fromage blanc"
"3684",2014-08-28,"Rillettes de thon"
"3685",2014-08-28,"citron"
"3686",2014-08-28,"Paupiette de volaille"
"3687",2014-08-28,"Salsifis"
"3688",2014-08-28,"beurre provençal"
"3689",2014-08-28,"fromage fondu"
"3690",2014-08-28,"Banane"
"3691",2014-08-29,"dés de betteraves"
"3692",2014-08-29,"Poisson meunière"
"3693",2014-08-29,"Ratatouille"
"3694",2014-08-29,"Beignet pomme"
"3695",2014-08-29,"Lait bio"
"3696",2014-09-01,"Pique-nique CL"
"3697",2014-09-01,"randonneur"
"3698",2014-09-02,"radis"
"3699",2014-09-02,"beurre"
"3700",2014-09-02,"Lasagnes"
"3701",2014-09-02,"salade verte"
"3702",2014-09-02,"Yaourt velouté fruix"
"3703",2014-09-03,"Concombres"
"3704",2014-09-03,"Jambon fumé"
"3705",2014-09-03,"Flageolets  ( stock de flageolet conventionel)"
"3706",2014-09-03,"Chèvre"
"3707",2014-09-03,"Prune reine-Claude"
"3708",2014-09-04,"Pastèque"
"3709",2014-09-04,"sauté de veau"
"3710",2014-09-04,"Carottes"
"3711",2014-09-04,"Camembert"
"3712",2014-09-04,"Eclair chocolat"
"3713",2014-09-05,"Taboulé"
"3714",2014-09-05,"Poisson meunière"
"3715",2014-09-05,"Purée de légumes verts"
"3716",2014-09-05,"Gouda"
"3717",2014-09-05,"raisin chasselas"
"3718",2014-09-08,"Melon"
"3719",2014-09-08,"Nuggets de poisson"
"3720",2014-09-08,"Légumes poêlés et potatoes"
"3721",2014-09-08,"Yaourt aromatisé"
"3722",2014-09-09,"Pizza"
"3723",2014-09-09,"Paupiette de volaille aux raisins ( fraîche)"
"3724",2014-09-09,"Salsifis provençal"
"3725",2014-09-09,"Tomme noire"
"3726",2014-09-09,"Pomme"
"3727",2014-09-10,"Crêpe au fromage"
"3728",2014-09-10,"sauté de canard orange"
"3729",2014-09-10,"Haricots beurre"
"3730",2014-09-10,"St Paulin"
"3731",2014-09-10,"Poire"
"3732",2014-09-11,"Choux blancs bio mimolette"
"3733",2014-09-11,"Rôti de bœuf"
"3734",2014-09-11,"jus de veau"
"3735",2014-09-11,"Pâtes"
"3736",2014-09-11,"Ananas"
"3737",2014-09-12,"salade carnaval (Maïs, tomate, concombres)"
"3738",2014-09-12,"Omelette"
"3739",2014-09-12,"Courgettes à la béchamel"
"3740",2014-09-12,"Edam"
"3741",2014-09-12,"Prunes Reine-Claude"
"3742",2014-09-15,"Pastèque"
"3743",2014-09-15,"Couscous merguez"
"3744",2014-09-15,"et ses légumes Collet"
"3745",2014-09-15,"Yaourt fermier bio"
"3746",2014-09-16,"Concombres à la crème"
"3747",2014-09-16,"Rôti de porc"
"3748",2014-09-16,"Rôti de dinde"
"3749",2014-09-16,"jus de veau"
"3750",2014-09-16,"purée de p de terre"
"3751",2014-09-16,"Ile flottante"
"3752",2014-09-17,"Radis/beurre"
"3753",2014-09-17,"beurre"
"3754",2014-09-17,"Pilon de poulet"
"3755",2014-09-17,"Pâtes"
"3756",2014-09-17,"Fromage blanc"
"3757",2014-09-17,"fruits rouge cuisinés"
"3758",2014-09-18,"Pâté bio"
"3759",2014-09-18,"cornichon"
"3760",2014-09-18,"pâté de volaille indiv"
"3761",2014-09-18,"Sauté de dinde dijonnaise"
"3762",2014-09-18,"Haricots verts d'Aucy"
"3763",2014-09-18,"Gruyère"
"3764",2014-09-18,"Banane"
"3765",2014-09-19,"Carottes râpées"
"3766",2014-09-19,"Poisson sauce niçoise"
"3767",2014-09-19,"Choux fleurs au gratin"
"3768",2014-09-19,"Chanteneige"
"3769",2014-09-19,"Tarte normande aux pommes"
"3770",2014-09-22,"Tarte au fromage"
"3771",2014-09-22,"Haché de poulet"
"3772",2014-09-22,"Petits pois"
"3773",2014-09-22,"Prunes reine-claude"
"3774",2014-09-23,"Pâtes aux tomates confites"
"3775",2014-09-23,"Poisson"
"3776",2014-09-23,"sauce beurre blanc"
"3777",2014-09-23,"Gratinée de légumes"
"3778",2014-09-23,"chevretine"
"3779",2014-09-23,"Poire"
"3780",2014-09-24,"Choux rouges bio aux noix"
"3781",2014-09-24,"Sauté de veau en tagines"
"3782",2014-09-24,"Carottes 5/1 au cumin"
"3783",2014-09-24,"Camembert"
"3784",2014-09-24,"Pain perdu"
"3785",2014-09-25,"MELODIE DES METS LOCAUX"
"3786",2014-09-25,"Betteraves bio ?"
"3787",2014-09-25,"Saucisse bio"
"3788",2014-09-25,"Mogettes de vendée"
"3789",2014-09-25,"Fromage bio"
"3790",2014-09-25,"Marmelade de pommes bio"
"3791",2014-09-26,"Salade douceur"
"3792",2014-09-26,"1/2 œuf"
"3793",2014-09-26,"Galette tomate/basilic sauce tomate"
"3794",2014-09-26,"Riz basmati"
"3795",2014-09-26,"Danette goûter lait"
"3796",2014-09-29,"radis/beurre"
"3797",2014-09-29,"micro beurre"
"3798",2014-09-29,"Pilon de poulet"
"3799",2014-09-29,"Epinards maison"
"3800",2014-09-29,"St Paulin"
"3801",2014-09-29,"Tarte grillée aux pommes"
"3802",2014-09-30,"Feuilleté fromage"
"3803",2014-09-30,"Jambon fumé"
"3804",2014-09-30,"jambon de dinde"
"3805",2014-09-30,"Poêlée Victoria agro"
"3806",2014-09-30,"Mimolette"
"3807",2014-09-30,"Raisin muscat"
"3808",2014-10-01,"Salade verte au gruyère"
"3809",2014-10-01,"des de gruyere"
"3810",2014-10-01,"Poisson surgelé sauce beurre blanc"
"3811",2014-10-01,"Riz"
"3812",2014-10-01,"Poire"
"3813",2014-10-02,"Concombres"
"3814",2014-10-02,"Rôti de bœuf"
"3815",2014-10-02,"ketchup"
"3816",2014-10-02,"Frites"
"3817",2014-10-02,"Yaourt bio"
"3818",2014-10-03,"Tomates"
"3819",2014-10-03,"Poisson meunière"
"3820",2014-10-03,"Tagliatelles"
"3821",2014-10-03,"Maxi Gervais aux fruits"
"3822",2014-10-06,"Salade au surimi"
"3823",2014-10-06,"Boulettes de bœuf en tagine"
"3824",2014-10-06,"Semoule"
"3825",2014-10-06,"Gouda"
"3826",2014-10-06,"Ananas"
"3827",2014-10-07,"Choux rouges bio"
"3828",2014-10-07,"Rôti de dinde"
"3829",2014-10-07,"jus de veau"
"3830",2014-10-07,"Pommes rissolées"
"3831",2014-10-07,"Crème dessert vanille"
"3832",2014-10-08,"Betteraves cube"
"3833",2014-10-08,"Palette de porc"
"3834",2014-10-08,"jambon de dinde"
"3835",2014-10-08,"lentilles cuisinée"
"3836",2014-10-08,"st Nectaire"
"3837",2014-10-08,"Kiwi"
"3838",2014-10-09,"Gaspacho"
"3839",2014-10-09,"croûtons"
"3840",2014-10-09,"sauté de bœuf Bourguignon"
"3841",2014-10-09,"légumes poelé et potatos"
"3842",2014-10-09,"Belle de Nantes Bio"
"3843",2014-10-09,"Tarte au citron"
"3844",2014-10-10,"Salade de blé bio (Blé bio, tomate, concombres)"
"3845",2014-10-10,"Poisson sauce normande"
"3846",2014-10-10,"galettes brocolis/carottes"
"3847",2014-10-10,"Crème de gruyère"
"3848",2014-10-10,"Poire"
"3849",2014-10-13,"Pizza"
"3850",2014-10-13,"rôti de porc sauce au miel"
"3851",2014-10-13,"rôti dinde"
"3852",2014-10-13,"Purée de légumes verts"
"3853",2014-10-13,"Camembert"
"3854",2014-10-13,"Pomme bio"
"3855",2014-10-14,"PA vendredi"
"3856",2014-10-14,"Mâche à la mimolette"
"3857",2014-10-14,"mimolette"
"3858",2014-10-14,"Omelette"
"3859",2014-10-14,"ratatouille confite"
"3860",2014-10-14,"Lait bio"
"3861",2014-10-15,"Salade de pâtes aux tomates confites"
"3862",2014-10-15,"Sauté de bœuf (Terre à l'assiette)"
"3863",2014-10-15,"reservé terre assiette)"
"3864",2014-10-15,"petits pois 5/2"
"3865",2014-10-15,"Cantal"
"3866",2014-10-15,"Compote po/châtaignes"
"3867",2014-10-16,"Concombres vinaigrette"
"3868",2014-10-16,"Poulet SDA"
"3869",2014-10-16,"Gratinée de légumes"
"3870",2014-10-16,"Fromage blanc / miel"
"3871",2014-10-16,"miel coupelle"
"3872",2014-10-17,"PA mardi"
"3873",2014-10-17,"Choux blancs bio vinaigrette au miel"
"3874",2014-10-17,"Poisson + sauce beurre blanc"
"3875",2014-10-17,"sauce beurre blanc"
"3876",2014-10-17,"Pommes vapeur"
"3877",2014-10-17,"Crème dessert chocolat bio"
"3878",2014-10-20,"Demi-pamplemousse"
"3879",2014-10-20,"Pâtes bio  à la"
"3880",2014-10-20,"bolognaise (Terre à l'assiette)"
"3881",2014-10-20,"et gruyère râpé"
"3882",2014-10-20,"Liégeois chocolat"
"3883",2014-10-21,"Salade au chèvre"
"3884",2014-10-21,"Saucisses Toulouse Bio"
"3885",2014-10-21,"Saucisse de volaille bio"
"3886",2014-10-21,"Lentilles cuisinées Bio"
"3887",2014-10-21,"Cocktail de fruits au sirop"
"3888",2014-10-22,"Choux rouges"
"3889",2014-10-22,"Blanquette de veau"
"3890",2014-10-22,"Pomme vapeur"
"3891",2014-10-22,"Yaourt aromatisé"
"3892",2014-10-23,"Crêpe au fromage"
"3893",2014-10-23,"Poulet fermier"
"3894",2014-10-23,"sauce basquaise"
"3895",2014-10-23,"Haricots beurre"
"3896",2014-10-23,"Tomme noire"
"3897",2014-10-23,"Poire"
