"","date","menu"
"693",2011-07-26,"concombres"
"694",2011-07-26,"Rôti de veau farci"
"695",2011-07-26,"Mogettes de VENDEE"
"696",2011-07-26,"Ile flottante"
"697",2011-07-27,"salade de lentilles (lentilles, tomate, maïs)"
"698",2011-07-27,"Omelette"
"699",2011-07-27,"Carottes aux oignons"
"700",2011-07-27,"St paulin"
"701",2011-07-27,"Banane"
"702",2011-07-28,"Pastèque"
"703",2011-07-28,"Couscous aux boulettes de bœuf"
"704",2011-07-28,"semoule"
"705",2011-07-28,"legumes"
"706",2011-07-28,"liegeois"
"707",2011-07-29,"Radis/beurre"
"708",2011-07-29,"Poisson pané"
"709",2011-07-29,"Epinards"
"710",2011-07-29,"Camembert"
"711",2011-07-29,"nectarine"
"712",2011-07-29,"Melon"
"713",2011-07-29,"Sauté de veau dijonnaise"
"714",2011-07-29,"Pâtes"
"715",2011-07-29,"Crème vanille"
"716",2011-07-29,"Salade de tomates"
"717",2011-07-29,"Jambon fumé"
"718",2011-07-29,"blanc de dinde en 720gr"
"719",2011-07-29,"Marmelade de pommes"
"720",2011-07-29,"Cantal"
"721",2011-07-29,"Eclair choclat"
"722",2011-07-29,"Betteraves"
"723",2011-07-29,"Chili con carne"
"724",2011-07-29,"Riz"
"725",2011-07-29,"Tomme blanche"
"726",2011-07-29,"Abricots"
"727",2011-08-04,"Tarte au fromage"
"728",2011-08-04,"Rôti de dinde"
"729",2011-08-04,"Brocolis à la crème"
"730",2011-08-04,"Banane"
"731",2011-08-05,"Carottes râpées bio"
"732",2011-08-05,"Filet de lieu"
"733",2011-08-05,"beurre blanc"
"734",2011-08-05,"pomme vapeur"
"735",2011-08-05,"Edam"
"736",2011-08-05,"Compote"
"737",2011-08-08,"Pastèque"
"738",2011-08-08,"cuisse de poulet rôtie"
"739",2011-08-08,"Frites"
"740",2011-08-08,"Yaourt aro"
"741",2011-08-09,"Salade au quinoa (Quinoa, tomates, concombres )"
"742",2011-08-09,"Poisson meunière"
"743",2011-08-09,"Carottes à la crème"
"744",2011-08-09,"St Bricet"
"745",2011-08-09,"Pêche"
"746",2011-08-10,"Gaspacho"
"747",2011-08-10,"Merguez"
"748",2011-08-10,"Petits pois"
"749",2011-08-10,"Camembert"
"750",2011-08-10,"riz au lait maison"
"751",2011-08-11,"Choux rouges / gruyère"
"752",2011-08-11,"Rôti de bœuf"
"753",2011-08-11,"Pâtes"
"754",2011-08-11,"Nectarine"
"755",2011-08-12,"Salade au thon"
"756",2011-08-12,"Omelette"
"757",2011-08-12,"Courgettes à la tomate"
"758",2011-08-12,"Gouda"
"759",2011-08-12,"Tarte aux pommes"
"760",2011-08-15,"Assomption"
"761",2011-08-16,"Pizza"
"762",2011-08-16,"Haché de poulet / ketchup"
"763",2011-08-16,"haricots verts"
"764",2011-08-16,"Pomme"
"765",2011-08-17,"Melon"
"766",2011-08-17,"Rôti de veau farci"
"767",2011-08-17,"Purée"
"768",2011-08-17,"St Nectaire"
"769",2011-08-17,"Flan caramel"
"770",2011-08-18,"Concombres"
"771",2011-08-18,"Timbale de pâtes"
"772",2011-08-18,"Abricots"
"773",2011-08-19,"Taboulé"
"774",2011-08-19,"filet de lieu sauce Normande"
"775",2011-08-19,"Epinards"
"776",2011-08-19,"Suisses aromatisés"
"777",2011-08-22,"Salade au surimi"
"778",2011-08-22,"Emincé de dinde sauce normande"
"779",2011-08-22,"Pâtes"
"780",2011-08-22,"Liégeois"
"781",2011-08-22,"Crêpe fromage"
"782",2011-08-22,"Courgettes farcies"
"783",2011-08-22,"ratatouille"
"784",2011-08-22,"Chèvre"
"785",2011-08-22,"banane"
"786",2011-08-24,"Carottes râpées"
"787",2011-08-24,"Filet de poulet"
"788",2011-08-24,"salsifis à la tomate"
"789",2011-08-24,"Yaourt bio"
"790",2011-08-24,"Biscuit"
"791",2011-08-25,"radis/beurre"
"792",2011-08-25,"rôti de porc"
"793",2011-08-25,"Lentilles"
"794",2011-08-25,"Morbier"
"795",2011-08-25,"Cocktail de fruits au sirop"
"796",2011-08-26,"salade de blé bio, tomate, maïs"
"797",2011-08-26,"Poisson pané"
"798",2011-08-26,"Mousseline de potiron"
"799",2011-08-26,"St Bricte"
"800",2011-08-26,"nectarine"
"801",2011-08-29,"concombres"
"802",2011-08-29,"Pâtes à la bolognaise"
"803",2011-08-29,"Ile flottante"
"804",2011-08-30,"Pastèque"
"805",2011-08-30,"sauté de porc forestière"
"806",2011-08-30,"Carottes"
"807",2011-08-30,"Gâteau au choclat"
"808",2011-08-30,"Lait bio"
"809",2011-08-31,"Betteraves au gruyère"
"810",2011-08-31,"Steak haché"
"811",2011-08-31,"Pommes noisettes"
"812",2011-08-31,"Prunes"
"813",2011-09-01,"GRANDS MENAGES"
"814",2011-09-01,"Salade de pâtes au thon (saladette)"
"815",2011-09-01,"Escalope"
"816",2011-09-01,"Petits pois"
"817",2011-09-01,"St Paulin"
"818",2011-09-01,"Pomme"
"819",2011-09-02,"GRANDS MENAGES"
"820",2011-09-02,"Salade de tomates"
"821",2011-09-02,"Poisson  sauce crustacés"
"822",2011-09-02,"Riz"
"823",2011-09-02,"Yaourt aro"
"824",2011-09-05,"Melon"
"825",2011-09-05,"Lasagnes"
"826",2011-09-05,"Salade verte"
"827",2011-09-05,"Ile flottante"
"828",2011-09-06,"radis / beurre"
"829",2011-09-06,"filet de poulet au jus"
"830",2011-09-06,"petits pois"
"831",2011-09-06,"riz au lait"
"832",2011-09-07,"Tomates / demi-œuf"
"833",2011-09-07,"jambon fumé"
"834",2011-09-07,"jambon de dinde"
"835",2011-09-07,"marmelade de pommes"
"836",2011-09-07,"st Bricet"
"837",2011-09-07,"Eclair chocolat"
"838",2011-09-08,"Pizza au fromage"
"839",2011-09-08,"Rôti de bœuf"
"840",2011-09-08,"sauce poivre"
"841",2011-09-08,"haricots verts"
"842",2011-09-08,"Camembert"
"843",2011-09-08,"raisins"
"844",2011-09-09,"Carottes râpées bio"
"845",2011-09-09,"parmentier de poisson"
"846",2011-09-09,"salade verte"
"847",2011-09-09,"Yaourt aro"
"848",2011-09-12,"salade de lentilles bio?? (lentilles, tomates, maïs)"
"849",2011-09-12,"Cordon bleu"
"850",2011-09-12,"haricots beurre et plats agro"
"851",2011-09-12,"St Paulin"
"852",2011-09-12,"Poire"
"853",2011-09-13,"Salade au surimi"
"854",2011-09-13,"Pâtes"
"855",2011-09-13,"bolognaise"
"856",2011-09-13,"fromage rapee"
"857",2011-09-13,"yaourt bio"
"858",2011-09-14,"Choux rouges bio"
"859",2011-09-14,"Blanquette de veau"
"860",2011-09-14,"riz"
"861",2011-09-14,"Tomme blanche"
"862",2011-09-14,"Raisin"
"863",2011-09-15,"Pastèque"
"864",2011-09-15,"Rôti de porc"
"865",2011-09-15,"Rôti de dinde"
"866",2011-09-15,"courgette tomate"
"867",2011-09-15,"Edam"
"868",2011-09-15,"tarte aux pommes"
"869",2011-09-16,"Concombres"
"870",2011-09-16,"sauce crème comexo"
"871",2011-09-16,"filet de poisson frais"
"872",2011-09-16,"sce crustacés"
"873",2011-09-16,"Pommes rissolées"
"874",2011-09-16,"Crème choco"
"875",2011-09-19,"tarte au fromage"
"876",2011-09-19,"sauté de dinde aux raisins"
"877",2011-09-19,"Carottes 5/1"
"878",2011-09-19,"ananas"
"879",2011-09-19,"betteraves en des"
"880",2011-09-19,"rôti de veau farci"
"881",2011-09-19,"jus de veau"
"882",2011-09-19,"Pommes noisettes"
"883",2011-09-19,"Fromage blanc / abricots secs"
"884",2011-09-21,"Taboulé"
"885",2011-09-21,"Poisson pané/citron"
"886",2011-09-21,"wok de legumes"
"887",2011-09-21,"Port salut"
"888",2011-09-21,"Poire"
"889",2011-09-22,"Tomates rondelles/ fêta"
"890",2011-09-22,"Pilon poulet confit"
"891",2011-09-22,"lentilles maison"
"892",2011-09-22,"Flan caramel"
"893",2011-09-23,"Salade de pâtes"
"894",2011-09-23,"filet de poisson frais beurre blanc"
"895",2011-09-23,"batonnet de légumes agro"
"896",2011-09-23,"Chèvre"
"897",2011-09-23,"raisin"
"898",2011-09-26,"Rillettes de thon/citron"
"899",2011-09-26,"parmentier de bœuf"
"900",2011-09-26,"salade verte"
"901",2011-09-26,"Crème vanille"
"902",2011-09-27,"radis /beurre"
"903",2011-09-27,"Poulet rôti au jus"
"904",2011-09-27,"petits pois"
"905",2011-09-27,"beignet choco"
"906",2011-09-27,"Lait fermier"
"907",2011-09-28,"Concombres"
"908",2011-09-28,"crème pour Concombres"
"909",2011-09-28,"Rôti de bœuf"
"910",2011-09-28,"Pâtes"
"911",2011-09-28,"Gouda"
"912",2011-09-28,"Kiwi"
"913",2011-09-29,"Crêpe fromage"
"914",2011-09-29,"Sauté de porc Forestiere"
"915",2011-09-29,"brocolis ( beurre ail)"
"916",2011-09-29,"Tomme bio"
"917",2011-09-29,"banane"
"918",2011-09-30,"carottes râpées bio"
"919",2011-09-30,"poisson pané/citron"
"920",2011-09-30,"Riz / ratatouille"
"921",2011-09-30,"Champanet"
"922",2011-09-30,"Pomme reinette"
"923",2011-10-03,"Pâté de foie bio"
"924",2011-10-03,"pâté de volaille"
"925",2011-10-03,"Cornichons"
"926",2011-10-03,"haché de volaille +Ketchup"
"927",2011-10-03,"lentilles maison"
"928",2011-10-03,"Cantal"
"929",2011-10-03,"raisin"
"930",2011-10-04,"choux blanc rape bio"
"931",2011-10-04,"mimolette en des"
"932",2011-10-04,"emincé de bœuf Strogonoff"
"933",2011-10-04,"Pommes noisettes"
"934",2011-10-04,"Poire"
"935",2011-10-05,"salade verte"
"936",2011-10-05,"surimi en miette"
"937",2011-10-05,"Filet de poulet"
"938",2011-10-05,"h. Verts"
"939",2011-10-05,"Crème de gruyère"
"940",2011-10-05,"tarte pommes"
"941",2011-10-06,"salade carnaval"
"942",2011-10-06,"mais ( tomates, concombres)"
"943",2011-10-06,"omelette"
"944",2011-10-06,"Epinards"
"945",2011-10-06,"Edam"
"946",2011-10-06,"Semoule au lait?"
"947",2011-10-07,"Céleri rémoulade/maison"
"948",2011-10-07,"Poisson meunière"
"949",2011-10-07,"Mousseline potiron"
"950",2011-10-07,"fge blanc / spéculoos"
"951",2011-10-10,"salade de riz agro"
"952",2011-10-10,"saucisses de Francfort"
"953",2011-10-10,"chipo de volaille"
"954",2011-10-10,"h beurre h plats"
"955",2011-10-10,"camenbert"
"956",2011-10-10,"pomme"
"957",2011-10-11,"grèves"
"958",2011-10-12,"radis"
"959",2011-10-12,"micro beurre"
"960",2011-10-12,"rôti de veau farci"
"961",2011-10-12,"Lentilles bio ""maison"""
"962",2011-10-12,"St paulin"
"963",2011-10-12,"Poire"
"964",2011-10-13,"choux rouges rapees bio"
"965",2011-10-13,"des de pommes"
"966",2011-10-13,"boulettes de bœuf"
"967",2011-10-13,"semoule aux raisins"
"968",2011-10-13,"yaourts aromatises"
"969",2011-10-14,"quinoa"
"970",2011-10-14,"tomate concombre"
"971",2011-10-14,"Filet de lieu auce du Perray"
"972",2011-10-14,"palets de légumes"
"973",2011-10-14,"tome blanche"
"974",2011-10-14,"Kiwi"
"975",2011-10-17,"salade pommes de terre et sardines"
"976",2011-10-17,"galettes"
"977",2011-10-17,"Salade verte"
"978",2011-10-17,"yaourt bio"
"979",2011-10-18,"Mâche/demi-œuf"
"980",2011-10-18,"Poulet d'Ancenis au jus"
"981",2011-10-18,"Choux fleurs agro"
"982",2011-10-18,"Lait ribot"
"983",2011-10-18,"P'tit Lu"
"984",2011-10-19,"Pâté de foie bio"
"985",2011-10-19,"pot au feu"
"986",2011-10-19,"légumes pot au feu"
"987",2011-10-19,"Camembert"
"988",2011-10-19,"Raisin"
"989",2011-10-20,"betteraves rapées bio"
"990",2011-10-20,"jambon fumée"
"991",2011-10-20,"jambon de poulet"
"992",2011-10-20,"Mogette de VENDEE maison"
"993",2011-10-20,"Curé nantais"
"994",2011-10-20,"Poire"
"995",2011-10-20,"Pomme bio"
"996",2011-10-21,"Crêpe au fromage"
"997",2011-10-21,"poisson beurre blanc"
"998",2011-10-21,"Carottes surgelées"
"999",2011-10-21,"Tomme bio"
"1000",2011-10-21,"Poire"
"1001",2011-10-24,"salade / demi-œuf"
"1002",2011-10-24,"pates et rape"
"1003",2011-10-24,"bolognaise maison"
"1004",2011-10-24,"Liégeois café"
"1005",2011-10-25,"Concombres"
"1006",2011-10-25,"rôti de porc au jus"
"1007",2011-10-25,"rôti de dinde au jus"
"1008",2011-10-25,"petits pois"
"1009",2011-10-25,"Chèvre"
"1010",2011-10-25,"Beignet chocolat"
"1011",2011-10-26,"Céleri rémoulade ""maison"
"1012",2011-10-26,"Parmentier de la mer"
"1013",2011-10-26,"Salade verte"
"1014",2011-10-26,"Yaourt aro"
"1015",2011-10-27,"Pizza"
"1016",2011-10-27,"Poulet fermier ( morceau/10)"
"1017",2011-10-27,"Gratin de salsifis"
"1018",2011-10-27,"banane"
"1019",2011-10-28,"Choux blancs mimolette"
"1020",2011-10-28,"Lieu marmite du Peray"
"1021",2011-10-28,"riz"
"1022",2011-10-28,"Kiwi"
"1023",2011-10-31,"salade de quinoa"
"1024",2011-10-31,"des de tomates et concombre"
"1025",2011-10-31,"Escalope de dinde niçoise"
"1026",2011-10-31,"haricots verts"
"1027",2011-10-31,"Camembert"
"1028",2011-10-31,"pomme"
"1029",2011-11-01,"toussaint"
"1030",2011-11-02,"Carottes râpées bio"
"1031",2011-11-02,"jambon fumé"
"1032",2011-11-02,"jambon de dinde"
"1033",2011-11-02,"purée de patate douce"
"1034",2011-11-02,"Crème vanille"
"1035",2011-11-03,"Potage légumes"
"1036",2011-11-03,"Lasagnes"
"1037",2011-11-03,"salade verte"
"1038",2011-11-03,"Gervais maxi fraise"
"1039",2011-11-04,"Salade de riz maison (riz, mais, tomate)"
"1040",2011-11-04,"Poisson pané/citron"
"1041",2011-11-04,"courgette à la tomate"
"1042",2011-11-04,"Gouda"
"1043",2011-11-04,"Ananas"
"1044",2011-11-07,"Rillettes de  thon"
"1045",2011-11-07,"Hachis parmentier"
"1046",2011-11-07,"Salade verte"
"1047",2011-11-07,"Yaourt bio"
"1048",2011-11-08,"tarte au fromage"
"1049",2011-11-08,"Filet de lieu sauce crustacés"
"1050",2011-11-08,"Brocolis beurre Provençal"
"1051",2011-11-08,"St Paulin"
"1052",2011-11-08,"Poire"
"1053",2011-11-09,"betteraves en dés"
"1054",2011-11-09,"rôti de bœuf+sauce tomate"
"1055",2011-11-09,"Pâtes"
"1056",2011-11-09,"Chèvre"
"1057",2011-11-09,"Clémentines"
"1058",2011-11-10,"Céleri rémoulade ""maison"""
"1059",2011-11-10,"Filet de poulet"
"1060",2011-11-10,"Petits pois"
"1061",2011-11-10,"riz au lait maison"
"1062",2011-11-14,"Pamplemousse"
"1063",2011-11-14,"sauté de veau forestier"
"1064",2011-11-14,"Frites"
"1065",2011-11-14,"crème vanille"
"1066",2011-11-15,"Salade de pâtes aux tomates confites"
"1067",2011-11-15,"Jambon fumé (s/porc : Blanc de dinde)"
"1068",2011-11-15,"Marmelade"
"1069",2011-11-15,"Fromage blanc"
"1070",2011-11-15,"abricots secs ou dattes"
"1071",2011-11-16,"Crêpe fromage"
"1072",2011-11-16,"Haché de volaille/ketchup"
"1073",2011-11-16,"H.beurre"
"1074",2011-11-16,"St Nectaire"
"1075",2011-11-16,"Poire"
"1076",2011-11-17,"Mâche/demi-œuf"
"1077",2011-11-17,"Dhal de lentilles"
"1078",2011-11-17,"Camembert"
"1079",2011-11-17,"Compote po framboise"
"1080",2011-11-18,"Potage de carottes"
"1081",2011-11-18,"poisson  meunière"
"1082",2011-11-18,"ratatouille maison"
"1083",2011-11-18,"Tomme blanche"
"1084",2011-11-18,"Clémentines"
"1085",2011-11-21,"Radis /beurre"
"1086",2011-11-21,"sauté de bœuf sauce Dijonnaise"
"1087",2011-11-21,"coquillette"
"1088",2011-11-21,"Tomme bio"
"1089",2011-11-21,"Pomme"
"1090",2011-11-22,"Concombres vgte"
"1091",2011-11-22,"rôti de dinde au jus"
"1092",2011-11-22,"haricots verts"
"1093",2011-11-22,"Eclair choco"
"1094",2011-11-22,"Lait fermier"
"1095",2011-11-23,"endive coupee"
"1096",2011-11-23,"miette de surimi"
"1097",2011-11-23,"chili con carné"
"1098",2011-11-23,"Riz"
"1099",2011-11-23,"Gruyère reape"
"1100",2011-11-23,"Cocktail de fruits"
"1101",2011-11-24,"Pizza fromage"
"1102",2011-11-24,"Toulouse grillée"
"1103",2011-11-24,"chipo de volaille"
"1104",2011-11-24,"chx fleurs becha agro"
"1105",2011-11-24,"Ananas"
"1106",2011-11-25,"Carottes râpées bio"
"1107",2011-11-25,"des de poisson"
"1108",2011-11-25,"puree a chaud"
"1109",2011-11-25,"salade verte"
"1110",2011-11-25,"yaourt aro"
"1111",2011-11-25,"Potage tomate vermicelle"
"1112",2011-11-25,"poisson pané"
"1113",2011-11-25,"Batonnière d elégumes"
"1114",2011-11-25,"Morbier"
"1115",2011-11-25,"Clémentines"
"1116",2011-11-29,"des de betteraves"
"1117",2011-11-29,"des de gruyere"
"1118",2011-11-29,"Blanquette de veau"
"1119",2011-11-29,"Riz"
"1120",2011-11-29,"Kiwi"
"1121",2011-11-30,"Radis"
"1122",2011-11-30,"beurre"
"1123",2011-11-30,"Poulet rôti"
"1124",2011-11-30,"petits pois"
"1125",2011-11-30,"Gouda"
"1126",2011-11-30,"Semoule au lait"
"1127",2011-12-01,"miette de thon"
"1128",2011-12-01,"Choux rouges"
"1129",2011-12-01,"des de jambon"
"1130",2011-12-01,"des de de dinde"
"1131",2011-12-01,"coquillettes"
"1132",2011-12-01,"salade verte"
"1133",2011-12-01,"danette choc"
"1134",2011-12-02,"brissure de noix"
"1135",2011-12-02,"Mâche"
"1136",2011-12-02,"omelette"
"1137",2011-12-02,"wok de legumes au quinoa"
"1138",2011-12-02,"Camembert"
"1139",2011-12-02,"Tarte au citron"
"1140",2011-12-05,"mimolette"
"1141",2011-12-05,"Choux blancs"
"1142",2011-12-05,"boulettes"
"1143",2011-12-05,"Couscous"
"1144",2011-12-05,"Flan gélifié au chocolat"
"1145",2011-12-06,"Crêpe fromage"
"1146",2011-12-06,"Rôti de porc"
"1147",2011-12-06,"rôti de dinde"
"1148",2011-12-06,"Haricots beurre et plats"
"1149",2011-12-06,"Tome bio"
"1150",2011-12-06,"Poire"
"1151",2011-12-07,"Concombres crème"
"1152",2011-12-07,"parmentier de poisson maison"
"1153",2011-12-07,"Edam"
"1154",2011-12-07,"Clémentines"
"1155",2011-12-07,"endive coupee"
"1156",2011-12-07,"miette de  surimi"
"1157",2011-12-07,"cordon bleu de volaille"
"1158",2011-12-07,"purée de patate douce"
"1159",2011-12-07,"yaourt bio"
"1160",2011-12-09,"salade de pâtes aux tomates confites"
"1161",2011-12-09,"filet de lieu"
"1162",2011-12-09,"sauce b blanc"
"1163",2011-12-09,"palet brocolis/carottes"
"1164",2011-12-09,"st paulin"
"1165",2011-12-09,"Pomme"
"1166",2011-12-12,"repas de Noel"
"1167",2011-12-12,"Salade douceur au dés de saumon fumée"
"1168",2011-12-12,"Sot l'y laisse de dinde"
"1169",2011-12-12,"sauce aux baies roses"
"1170",2011-12-12,"pomme de terre Duchesse"
"1171",2011-12-12,"chevrotine"
"1172",2011-12-12,"Dessert Ardélice"
"1173",2011-12-12,"jus d'oranges"
"1174",2011-12-12,"chocolat"
"1175",2011-12-13,"carottes râpées"
"1176",2011-12-13,"paella fruits de mer"
"1177",2011-12-13,"fromage blanc"
"1178",2011-12-13,"abricots secs"
"1179",2011-12-14,"Salade verte au thon"
"1180",2011-12-14,"Omelette"
"1181",2011-12-14,"Courgettes tomate"
"1182",2011-12-14,"St bricet"
"1183",2011-12-14,"Eclair"
"1184",2011-12-15,"repas greves"
"1185",2011-12-16,"potage légumes et croûtons"
"1186",2011-12-16,"Filet de poisson meunière"
"1187",2011-12-16,"Epinards à la crème"
"1188",2011-12-16,"Champanet"
"1189",2011-12-16,"Banane"
"1190",2011-12-19,"tarte au fromage"
"1191",2011-12-19,"Sauté de porc Chasseur"
"1192",2011-12-19,"sauté de dinde Chasseur"
"1193",2011-12-19,"salsifis Provençal"
"1194",2011-12-19,"Pomme"
"1195",2011-12-20,"carottes râpées"
"1196",2011-12-20,"Poisson pané"
"1197",2011-12-20,"citron"
"1198",2011-12-20,"ratatouille maison"
"1199",2011-12-20,"yaourt aro"
"1200",2011-12-21,"Pâté de foie /cornichon"
"1201",2011-12-21,"Rôti de bœuf / ketchup"
"1202",2011-12-21,"Mogettes"
"1203",2011-12-21,"camembert"
"1204",2011-12-21,"Kiwi"
"1205",2011-12-22,"repas de Noël cl"
"1206",2011-12-22,"Salade marine de noel"
"1207",2011-12-22,"cuisse de canette à l'orange"
"1208",2011-12-22,"purée de carottes"
"1209",2011-12-22,"Brie"
"1210",2011-12-22,"Gâteau Ardélice"
"1211",2011-12-23,"Choux rouges"
"1212",2011-12-23,"Filet de lieu/surgele"
"1213",2011-12-23,"sauce tomate"
"1214",2011-12-23,"riz"
"1215",2011-12-23,"liégeois"
"1216",2011-12-26,"pamplemousse"
"1217",2011-12-26,"parmentier de poisson maison"
"1218",2011-12-26,"Salade verte"
"1219",2011-12-26,"Flan caramel"
"1220",2011-12-27,"Potage tomate / vermicelle"
"1221",2011-12-27,"escalopes de dinde au jus"
"1222",2011-12-27,"Petits pois"
"1223",2011-12-27,"St paulin"
"1224",2011-12-27,"Clémentines"
"1225",2011-12-28,"Choux blanc mimolette"
"1226",2011-12-28,"sauté de bœuf Dijonnaise"
"1227",2011-12-28,"haricots beurre"
"1228",2011-12-28,"semoule au lait"
"1229",2011-12-29,"salade de riz maison"
"1230",2011-12-29,"jambon fumé"
"1231",2011-12-29,"rôti de dinde"
"1232",2011-12-29,"Brocolis Provençal"
"1233",2011-12-29,"Crème de gruyère"
"1234",2011-12-29,"banane"
"1235",2011-12-30,"céléri remoulade ""maison"""
"1236",2011-12-30,"omelette"
"1237",2011-12-30,"tagliatelles"
"1238",2011-12-30,"suisse aro"
"1239",2012-01-02,"crêpe au fromage"
"1240",2012-01-02,"Poisson meunière"
"1241",2012-01-02,"Epinards"
"1242",2012-01-02,"Tomme blanche"
"1243",2012-01-02,"Pomme"
"1244",2012-01-03,"Potage tomate"
"1245",2012-01-03,"hachis parmentier"
"1246",2012-01-03,"Salade verte"
"1247",2012-01-03,"Yaourt aro"
"1248",2012-01-04,"Concombres crème"
"1249",2012-01-04,"saute de veau agrumes"
"1250",2012-01-04,"riz pilaf"
"1251",2012-01-04,"Edam"
"1252",2012-01-04,"Cocktail"
